Sahip,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%
ALİ ŞEKER,614.0,34.0,59.0,50.0,79.0,76.0,6.0,10.0,8.0,13.0,12.0
MUAMMER TÜTÜNCÜLER,145.0,33.0,18.0,21.0,11.0,11.0,23.0,12.0,14.0,8.0,8.0
ALİ ÇETİN ÖZÇILNAK,145.0,33.0,14.0,27.0,16.0,11.0,23.0,10.0,19.0,11.0,8.0
EROL KARASU,176.0,33.0,25.0,20.0,20.0,25.0,19.0,14.0,11.0,11.0,14.0
ŞABAN KARAMAN,176.0,33.0,26.0,23.0,20.0,22.0,19.0,15.0,13.0,11.0,12.0
İSA ÖZKAN,179.0,33.0,27.0,28.0,32.0,19.0,18.0,15.0,16.0,18.0,11.0
MURAT SARAÇOĞLU,196.0,33.0,21.0,19.0,14.0,22.0,17.0,11.0,10.0,7.0,11.0
KAAN ERBAY,205.0,33.0,29.0,26.0,24.0,19.0,16.0,14.0,13.0,12.0,9.0
HALİL EVREN ŞAHİN,213.0,33.0,25.0,20.0,24.0,22.0,15.0,12.0,9.0,11.0,10.0
ATİLA ÖZKAN,228.0,33.0,28.0,32.0,22.0,26.0,14.0,12.0,14.0,10.0,11.0
FERHAN GÖKTÜRK,232.0,33.0,28.0,28.0,33.0,17.0,14.0,12.0,12.0,14.0,7.0
OSMAN AKSOY,262.0,33.0,11.0,18.0,17.0,29.0,13.0,4.0,7.0,6.0,11.0
ZAFER GEZİCİ,259.0,33.0,25.0,24.0,32.0,27.0,13.0,10.0,9.0,12.0,10.0
M.MEHMET İLHAN,282.0,33.0,36.0,44.0,40.0,29.0,12.0,13.0,16.0,14.0,10.0
ABDULLAH BALKU,270.0,33.0,45.0,31.0,27.0,25.0,12.0,17.0,11.0,10.0,9.0
HALİL FAHRİ NARMANLI,301.0,33.0,42.0,27.0,33.0,30.0,11.0,14.0,9.0,11.0,10.0
YAKUP YILDIZER,289.0,33.0,30.0,27.0,27.0,22.0,11.0,10.0,9.0,9.0,8.0
A.HAKKI TÜRKMEN,308.0,33.0,40.0,34.0,29.0,31.0,11.0,13.0,11.0,9.0,10.0
CAHİT DOĞAN,298.0,33.0,36.0,31.0,46.0,48.0,11.0,12.0,10.0,15.0,16.0
AHMET GÖKHAN ERKOÇ,341.0,33.0,39.0,28.0,31.0,38.0,10.0,11.0,8.0,9.0,11.0
DERVİŞ MERAL,357.0,33.0,40.0,52.0,39.0,29.0,9.0,11.0,15.0,11.0,8.0
MUSTAFA BAYKARA,350.0,33.0,27.0,33.0,36.0,38.0,9.0,8.0,9.0,10.0,11.0
Ş.ŞERİF SARAÇOĞLU,378.0,33.0,39.0,23.0,34.0,30.0,9.0,10.0,6.0,9.0,8.0
İSA KATI,348.0,33.0,28.0,30.0,34.0,39.0,9.0,8.0,9.0,10.0,11.0
İSMAİL GÜL,350.0,33.0,32.0,39.0,57.0,41.0,9.0,9.0,11.0,16.0,12.0
YAŞAR KILIÇ,433.0,33.0,46.0,45.0,40.0,29.0,8.0,11.0,10.0,9.0,7.0
HÜSNÜ ERCAN,433.0,33.0,39.0,45.0,42.0,60.0,8.0,9.0,10.0,10.0,14.0
AHMET DEMİR,452.0,33.0,31.0,39.0,39.0,49.0,7.0,7.0,9.0,9.0,11.0
CESİM POLAT,455.0,33.0,30.0,45.0,28.0,45.0,7.0,7.0,10.0,6.0,10.0
MUSTAFA YILMAZ,453.0,33.0,32.0,30.0,38.0,34.0,7.0,7.0,7.0,8.0,8.0
NİHAT TURAN,476.0,33.0,32.0,33.0,42.0,43.0,7.0,7.0,7.0,9.0,9.0
HAMİT DEMİR,468.0,33.0,51.0,40.0,44.0,50.0,7.0,11.0,9.0,9.0,11.0
NEVİN IRMAK,442.0,33.0,45.0,42.0,34.0,54.0,7.0,10.0,10.0,8.0,12.0
FATİH KOCAMAN,455.0,33.0,39.0,39.0,49.0,53.0,7.0,9.0,9.0,11.0,12.0
ERMAN ÇIKILLI,532.0,33.0,41.0,56.0,59.0,65.0,6.0,8.0,11.0,11.0,12.0
MEHMET BAYDAN,523.0,33.0,38.0,36.0,46.0,41.0,6.0,7.0,7.0,9.0,8.0
RASİM BAŞGÜL,530.0,33.0,43.0,60.0,37.0,54.0,6.0,8.0,11.0,7.0,10.0
ÇETİN ALTIN,532.0,33.0,48.0,48.0,49.0,52.0,6.0,9.0,9.0,9.0,10.0
DİLEK BURAN,835.0,33.0,51.0,53.0,65.0,71.0,4.0,6.0,6.0,8.0,9.0
BERRİN DOĞAN,150.0,32.0,27.0,20.0,13.0,18.0,21.0,18.0,13.0,9.0,12.0
BELMA TEZCANLILAR,232.0,32.0,23.0,23.0,21.0,16.0,14.0,10.0,10.0,9.0,7.0
ERHAN DOĞAN,222.0,32.0,24.0,23.0,27.0,21.0,14.0,11.0,10.0,12.0,9.0
İLHAN BOYLU,240.0,32.0,25.0,21.0,21.0,16.0,13.0,10.0,9.0,9.0,7.0
DAVUT YILDIRIM,276.0,32.0,29.0,38.0,17.0,24.0,12.0,11.0,14.0,6.0,9.0
MURAT ERŞAHİN,270.0,32.0,30.0,36.0,30.0,24.0,12.0,11.0,13.0,11.0,9.0
SELAMİ ORHAN,280.0,32.0,30.0,29.0,33.0,32.0,11.0,11.0,10.0,12.0,11.0
KAZIM NAMLI,288.0,32.0,30.0,22.0,38.0,34.0,11.0,10.0,8.0,13.0,12.0
ALİ RANA BEKPINAR,335.0,32.0,38.0,38.0,33.0,41.0,10.0,11.0,11.0,10.0,12.0
AYGÖR HASKAN,334.0,32.0,33.0,29.0,23.0,42.0,10.0,10.0,9.0,7.0,13.0
HÜSEYİN ERDEM,324.0,32.0,25.0,27.0,40.0,41.0,10.0,8.0,8.0,12.0,13.0
SELÇUK COŞAR,319.0,32.0,25.0,31.0,33.0,30.0,10.0,8.0,10.0,10.0,9.0
M.BÜLENT OKTAR,339.0,32.0,28.0,42.0,32.0,35.0,9.0,8.0,12.0,9.0,10.0
RUKEN ATAŞ,355.0,32.0,26.0,41.0,39.0,38.0,9.0,7.0,12.0,11.0,11.0
ENVER YILDIZ,380.0,32.0,37.0,41.0,35.0,28.0,8.0,10.0,11.0,9.0,7.0
MEHMET YILDIRIM,424.0,32.0,44.0,39.0,47.0,40.0,8.0,10.0,9.0,11.0,9.0
MEHMET ŞAHİN,378.0,32.0,33.0,25.0,38.0,33.0,8.0,9.0,7.0,10.0,9.0
İSMAİL ERDOĞAN,419.0,32.0,35.0,30.0,31.0,35.0,8.0,8.0,7.0,7.0,8.0
SEDAT SUBAY,405.0,32.0,43.0,41.0,52.0,36.0,8.0,11.0,10.0,13.0,9.0
AYHAN DURGUN,445.0,32.0,54.0,49.0,52.0,55.0,7.0,12.0,11.0,12.0,12.0
SABAHATTİN ULUÇAY,453.0,32.0,28.0,38.0,41.0,40.0,7.0,6.0,8.0,9.0,9.0
TUFAN ADIŞEN,466.0,32.0,52.0,40.0,58.0,53.0,7.0,11.0,9.0,12.0,11.0
ALİ POLAT,432.0,32.0,35.0,39.0,32.0,41.0,7.0,8.0,9.0,7.0,9.0
GÜRKAN ERDÖNMEZ,506.0,32.0,40.0,51.0,63.0,58.0,6.0,8.0,10.0,12.0,11.0
HASAN ALTUNBAŞ,500.0,32.0,34.0,39.0,34.0,42.0,6.0,7.0,8.0,7.0,8.0
MEHMET G.DRAMALI,501.0,32.0,42.0,30.0,46.0,47.0,6.0,8.0,6.0,9.0,9.0
BUBO CANPOLAT,508.0,32.0,44.0,42.0,43.0,52.0,6.0,9.0,8.0,8.0,10.0
MEHMET DEMİR,580.0,32.0,51.0,48.0,57.0,55.0,6.0,9.0,8.0,10.0,9.0
A.ERDOĞAN ATAGÜN,597.0,32.0,50.0,49.0,47.0,42.0,5.0,8.0,8.0,8.0,7.0
MEHMET EMİN EKENLER,94.0,31.0,16.0,11.0,8.0,7.0,33.0,17.0,12.0,9.0,7.0
ONUR DİLBAZ,102.0,31.0,17.0,12.0,7.0,12.0,30.0,17.0,12.0,7.0,12.0
UMUT COŞAR,136.0,31.0,28.0,19.0,10.0,13.0,23.0,21.0,14.0,7.0,10.0
MURAT KAYA,182.0,31.0,31.0,27.0,18.0,23.0,17.0,17.0,15.0,10.0,13.0
HASAN ÖLÇER,194.0,31.0,24.0,18.0,13.0,13.0,16.0,12.0,9.0,7.0,7.0
SAMİ DOĞAN,204.0,31.0,21.0,24.0,23.0,18.0,15.0,10.0,12.0,11.0,9.0
EMRAH ORHAN,209.0,31.0,25.0,29.0,21.0,25.0,15.0,12.0,14.0,10.0,12.0
HALUK CANÇEKER,230.0,31.0,29.0,32.0,25.0,21.0,13.0,13.0,14.0,11.0,9.0
CAHİT SEKİN,233.0,31.0,18.0,17.0,35.0,23.0,13.0,8.0,7.0,15.0,10.0
MEHMET SARUHAN,251.0,31.0,26.0,20.0,24.0,23.0,12.0,10.0,8.0,10.0,9.0
TUNCAY KANTARMACI,262.0,31.0,32.0,24.0,33.0,29.0,12.0,12.0,9.0,13.0,11.0
TURAN UZUN,257.0,31.0,27.0,25.0,29.0,19.0,12.0,11.0,10.0,11.0,7.0
SERVET YURDABAK,310.0,31.0,39.0,34.0,34.0,42.0,10.0,13.0,11.0,11.0,14.0
MURAT ER,301.0,31.0,39.0,34.0,30.0,30.0,10.0,13.0,11.0,10.0,10.0
FEYZİ GÖNÜLTAŞ,306.0,31.0,39.0,41.0,38.0,43.0,10.0,13.0,13.0,12.0,14.0
Ö.ŞAHİN EĞİLLİ,339.0,31.0,36.0,23.0,46.0,49.0,9.0,11.0,7.0,14.0,14.0
ŞÜKRAN GÜL,352.0,31.0,34.0,36.0,30.0,32.0,9.0,10.0,10.0,9.0,9.0
MAHMUT ÇADIRCI,361.0,31.0,38.0,33.0,32.0,39.0,9.0,11.0,9.0,9.0,11.0
MUHAMMET HOCAOĞULLARI,337.0,31.0,38.0,23.0,42.0,34.0,9.0,11.0,7.0,12.0,10.0
MEHMET ALİ BECENE,336.0,31.0,30.0,39.0,31.0,34.0,9.0,9.0,12.0,9.0,10.0
MEHMET DEMİRKAPI,359.0,31.0,31.0,29.0,40.0,30.0,9.0,9.0,8.0,11.0,8.0
HASAN DİLBER,376.0,31.0,33.0,23.0,41.0,39.0,8.0,9.0,6.0,11.0,10.0
ÖZDEN TAPÇALAP,377.0,31.0,28.0,30.0,31.0,42.0,8.0,7.0,8.0,8.0,11.0
M.FERUDUN ÜNAL,367.0,31.0,51.0,45.0,46.0,46.0,8.0,14.0,12.0,13.0,13.0
MUZAFFER OKUYUCU,409.0,31.0,19.0,30.0,31.0,30.0,8.0,5.0,7.0,8.0,7.0
COŞKUN YILDIZ,369.0,31.0,36.0,35.0,32.0,35.0,8.0,10.0,9.0,9.0,9.0
H.IŞIL BİROL KOÇ,459.0,31.0,26.0,36.0,40.0,42.0,7.0,6.0,8.0,9.0,9.0
M.KEMAL UÇKAN,415.0,31.0,32.0,43.0,46.0,38.0,7.0,8.0,10.0,11.0,9.0
ORHAN ÜNLÜ,436.0,31.0,37.0,37.0,33.0,34.0,7.0,8.0,8.0,8.0,8.0
NİHAT ŞAHİN,466.0,31.0,36.0,31.0,46.0,24.0,7.0,8.0,7.0,10.0,5.0
MEHMET TÜRKERİ,456.0,31.0,26.0,33.0,45.0,49.0,7.0,6.0,7.0,10.0,11.0
AYMELEK YÜKSEL,556.0,31.0,32.0,59.0,78.0,66.0,6.0,6.0,11.0,14.0,12.0
AYSEL BİROL,546.0,31.0,35.0,35.0,53.0,61.0,6.0,6.0,6.0,10.0,11.0
H.BURAK ÇULLU,488.0,31.0,39.0,42.0,41.0,46.0,6.0,8.0,9.0,8.0,9.0
MEHMET BABADAĞ,492.0,31.0,40.0,42.0,35.0,46.0,6.0,8.0,9.0,7.0,9.0
ALİ GÖZKEMAL,482.0,31.0,48.0,46.0,57.0,36.0,6.0,10.0,10.0,12.0,7.0
YAVUZ YILMAZ,656.0,31.0,40.0,52.0,51.0,50.0,5.0,6.0,8.0,8.0,8.0
AYŞE BAŞARAN,151.0,30.0,31.0,19.0,21.0,9.0,20.0,21.0,13.0,14.0,6.0
İBRAHİM HAKKI BOYRAZ,149.0,30.0,14.0,19.0,13.0,12.0,20.0,9.0,13.0,9.0,8.0
HÜROL KARAHANOĞLU,156.0,30.0,19.0,16.0,11.0,18.0,19.0,12.0,10.0,7.0,12.0
KORHAN BERBEROĞLU,167.0,30.0,19.0,19.0,31.0,15.0,18.0,11.0,11.0,19.0,9.0
ÖZLEM ECE KARAMAZI TURAN,171.0,30.0,44.0,23.0,21.0,13.0,18.0,26.0,13.0,12.0,8.0
NİRGÜL TURGU,180.0,30.0,27.0,15.0,19.0,17.0,17.0,15.0,8.0,11.0,9.0
FURKAN TAŞKIRAN,172.0,30.0,21.0,20.0,20.0,18.0,17.0,12.0,12.0,12.0,10.0
TANER KORKUT,183.0,30.0,25.0,15.0,25.0,19.0,16.0,14.0,8.0,14.0,10.0
MUSTAFA BATARLAR,204.0,30.0,36.0,28.0,19.0,22.0,15.0,18.0,14.0,9.0,11.0
ERSİN BAKIR,196.0,30.0,34.0,24.0,19.0,22.0,15.0,17.0,12.0,10.0,11.0
HALİL ŞİMŞEK,200.0,30.0,16.0,33.0,16.0,23.0,15.0,8.0,16.0,8.0,12.0
SERAP TOKDEMİR,221.0,30.0,33.0,26.0,24.0,25.0,14.0,15.0,12.0,11.0,11.0
SÜPHİ KORKMAZ,214.0,30.0,24.0,28.0,21.0,17.0,14.0,11.0,13.0,10.0,8.0
YILMAZ ARİ,220.0,30.0,36.0,22.0,32.0,19.0,14.0,16.0,10.0,15.0,9.0
MUHAMMED YILDIZ,232.0,30.0,25.0,15.0,17.0,18.0,13.0,11.0,6.0,7.0,8.0
BİŞAR DEMİRKAPU,227.0,30.0,26.0,23.0,20.0,17.0,13.0,11.0,10.0,9.0,7.0
MENDERES KARAGÜL,246.0,30.0,32.0,34.0,17.0,24.0,12.0,13.0,14.0,7.0,10.0
ALİ GÜNGÖR,259.0,30.0,38.0,39.0,26.0,26.0,12.0,15.0,15.0,10.0,10.0
FAHRETTİN ÖNTAÇ,275.0,30.0,18.0,20.0,29.0,22.0,11.0,7.0,7.0,11.0,8.0
ŞEFİK AYDEMİR,306.0,30.0,21.0,30.0,33.0,42.0,10.0,7.0,10.0,11.0,14.0
MELİH GÖRGÜN,287.0,30.0,27.0,35.0,27.0,34.0,10.0,9.0,12.0,9.0,12.0
ORHAN KARAMAN,295.0,30.0,40.0,34.0,37.0,30.0,10.0,14.0,12.0,13.0,10.0
MAHMUT YILDIZ,297.0,30.0,34.0,31.0,33.0,22.0,10.0,11.0,10.0,11.0,7.0
ÜMİT AKCAN,344.0,30.0,31.0,41.0,31.0,33.0,9.0,9.0,12.0,9.0,10.0
ŞÜKRÜ KEKLİKOĞLU,323.0,30.0,23.0,35.0,25.0,31.0,9.0,7.0,11.0,8.0,10.0
HULUSİ GÜRSEL,350.0,30.0,28.0,38.0,42.0,38.0,9.0,8.0,11.0,12.0,11.0
İBRAHİM BEKİROĞULLARI,400.0,30.0,24.0,34.0,41.0,41.0,8.0,6.0,8.0,10.0,10.0
HAMİT FİKİR,380.0,30.0,20.0,24.0,44.0,38.0,8.0,5.0,6.0,12.0,10.0
M.TAMER EMRALİ,400.0,30.0,26.0,37.0,34.0,44.0,8.0,6.0,9.0,8.0,11.0
MÜSLÜM ARSLAN,354.0,30.0,22.0,28.0,30.0,39.0,8.0,6.0,8.0,8.0,11.0
S.ALİ BÜYÜKBAŞ,364.0,30.0,42.0,33.0,39.0,42.0,8.0,12.0,9.0,11.0,12.0
UĞUR ALP ATAN,364.0,30.0,27.0,36.0,24.0,38.0,8.0,7.0,10.0,7.0,10.0
ENES DEMİR,364.0,30.0,48.0,37.0,39.0,37.0,8.0,13.0,10.0,11.0,10.0
ALİ AMAÇ,456.0,30.0,24.0,43.0,41.0,39.0,7.0,5.0,9.0,9.0,9.0
B.SITKI GÖK,449.0,30.0,33.0,31.0,42.0,42.0,7.0,7.0,7.0,9.0,9.0
SABAHATTİN TEKDOĞAN,446.0,30.0,42.0,43.0,55.0,44.0,7.0,9.0,10.0,12.0,10.0
MUHAMMED ALİ SEVGİLİ,407.0,30.0,36.0,32.0,37.0,31.0,7.0,9.0,8.0,9.0,8.0
ŞÜKRÜ POLAT,403.0,30.0,23.0,35.0,43.0,35.0,7.0,6.0,9.0,11.0,9.0
İSMAİL ÇELİK,482.0,30.0,47.0,45.0,52.0,47.0,6.0,10.0,9.0,11.0,10.0
ALİ ÇALDIRAN,514.0,30.0,35.0,38.0,54.0,60.0,6.0,7.0,7.0,11.0,12.0
İ.SADİ KOLCUOĞLU,141.0,29.0,19.0,23.0,15.0,11.0,21.0,13.0,16.0,11.0,8.0
TURGAY YAVUZ,165.0,29.0,18.0,25.0,13.0,11.0,18.0,11.0,15.0,8.0,7.0
YUSUF AKGÜL,162.0,29.0,24.0,20.0,12.0,22.0,18.0,15.0,12.0,7.0,14.0
REMZİ AYYILDIZ,159.0,29.0,31.0,25.0,12.0,11.0,18.0,19.0,16.0,8.0,7.0
KEMALETTİN EZGİ,175.0,29.0,14.0,29.0,15.0,14.0,17.0,8.0,17.0,9.0,8.0
ŞENOL GÜMÜŞDERE,176.0,29.0,16.0,22.0,18.0,18.0,16.0,9.0,12.0,10.0,10.0
A.AYHAN EKMEKÇİBAŞI,181.0,29.0,28.0,30.0,11.0,12.0,16.0,15.0,17.0,6.0,7.0
DERYA COŞGUN,212.0,29.0,23.0,31.0,20.0,19.0,14.0,11.0,15.0,9.0,9.0
ALİ AYTAR,206.0,29.0,30.0,33.0,28.0,17.0,14.0,15.0,16.0,14.0,8.0
MEHMET Ş. ÇİZİK,210.0,29.0,18.0,24.0,15.0,20.0,14.0,9.0,11.0,7.0,10.0
M.ELİSABETH KURA,202.0,29.0,25.0,30.0,26.0,17.0,14.0,12.0,15.0,13.0,8.0
A.EDİP ERGÜLŞEN,222.0,29.0,38.0,31.0,27.0,22.0,13.0,17.0,14.0,12.0,10.0
SALİH KAYA,231.0,29.0,40.0,25.0,28.0,20.0,13.0,17.0,11.0,12.0,9.0
MEHMET BEŞERLER,239.0,29.0,26.0,36.0,27.0,27.0,12.0,11.0,15.0,11.0,11.0
MEHMET TURAN,260.0,29.0,23.0,22.0,36.0,20.0,11.0,9.0,8.0,14.0,8.0
ZEKİ DOĞAN,266.0,29.0,26.0,25.0,21.0,28.0,11.0,10.0,9.0,8.0,11.0
CEMAL TURAN,267.0,29.0,27.0,31.0,29.0,30.0,11.0,10.0,12.0,11.0,11.0
TUĞRUL GÜRE,257.0,29.0,25.0,26.0,23.0,26.0,11.0,10.0,10.0,9.0,10.0
S.BEHÇET KORKMAZ,288.0,29.0,20.0,19.0,29.0,21.0,10.0,7.0,7.0,10.0,7.0
MİTHAT SAY,302.0,29.0,31.0,28.0,21.0,16.0,10.0,10.0,9.0,7.0,5.0
C.TAHİR BURHANLIOĞLU,303.0,29.0,23.0,37.0,40.0,37.0,10.0,8.0,12.0,13.0,12.0
ALİ GALİP MERCAN,301.0,29.0,38.0,19.0,31.0,29.0,10.0,13.0,6.0,10.0,10.0
AİT ÇELİK,278.0,29.0,25.0,22.0,36.0,37.0,10.0,9.0,8.0,13.0,13.0
M.İNAY ALKAN,327.0,29.0,34.0,31.0,38.0,36.0,9.0,10.0,9.0,12.0,11.0
OSMAN KAPLAN,328.0,29.0,32.0,28.0,33.0,23.0,9.0,10.0,9.0,10.0,7.0
AYDIN ÜSTÜNDAĞ,307.0,29.0,35.0,40.0,34.0,38.0,9.0,11.0,13.0,11.0,12.0
MUSTAFA TOYDEMİR,344.0,29.0,25.0,41.0,21.0,28.0,8.0,7.0,12.0,6.0,8.0
MEHMET KILIÇ,348.0,29.0,28.0,33.0,40.0,36.0,8.0,8.0,9.0,11.0,10.0
HALİL ARSLAN,440.0,29.0,32.0,43.0,44.0,36.0,7.0,7.0,10.0,10.0,8.0
SELAHATTİN GÜVEN,440.0,29.0,37.0,50.0,41.0,53.0,7.0,8.0,11.0,9.0,12.0
SEVİNÇ ÖZMEN,130.0,28.0,18.0,20.0,14.0,10.0,22.0,14.0,15.0,11.0,8.0
ALİ DOBAK,136.0,28.0,15.0,13.0,12.0,15.0,21.0,11.0,10.0,9.0,11.0
GÜLER TÜRKSEV,137.0,28.0,25.0,10.0,11.0,11.0,20.0,18.0,7.0,8.0,8.0
RAİF KURT,151.0,28.0,25.0,13.0,11.0,17.0,19.0,17.0,9.0,7.0,11.0
DİRENÇ ÖZDEMİR,150.0,28.0,20.0,18.0,21.0,17.0,19.0,13.0,12.0,14.0,11.0
UĞUR KIRALOĞLU,151.0,28.0,15.0,15.0,18.0,17.0,19.0,10.0,10.0,12.0,11.0
MESUT BEKİROĞULLARI,169.0,28.0,21.0,23.0,23.0,12.0,17.0,12.0,14.0,14.0,7.0
UĞUR TUAL,188.0,28.0,18.0,20.0,14.0,21.0,15.0,10.0,11.0,7.0,11.0
M.TAŞKIN KÖROĞLU,190.0,28.0,27.0,23.0,24.0,21.0,15.0,14.0,12.0,13.0,11.0
NİHAT HAS,188.0,28.0,14.0,20.0,22.0,17.0,15.0,7.0,11.0,12.0,9.0
ENİS EMRE GELGİN,189.0,28.0,27.0,20.0,24.0,26.0,15.0,14.0,11.0,13.0,14.0
GÜNGÖR AÇİCİ,184.0,28.0,26.0,22.0,17.0,18.0,15.0,14.0,12.0,9.0,10.0
SEYİTHAN ÇİFTÇİ,191.0,28.0,22.0,15.0,18.0,10.0,15.0,12.0,8.0,9.0,5.0
EROL SÖĞÜTLÜ,210.0,28.0,24.0,20.0,22.0,23.0,13.0,11.0,10.0,10.0,11.0
MUSTAFA DİNÇAL,218.0,28.0,38.0,28.0,34.0,16.0,13.0,17.0,13.0,16.0,7.0
BAYRAM TANRIVERDİ,218.0,28.0,23.0,18.0,25.0,20.0,13.0,11.0,8.0,11.0,9.0
MUSTAFA ADALAR,217.0,28.0,16.0,25.0,25.0,31.0,13.0,7.0,12.0,12.0,14.0
ERKUTAY ÖZYURTERİ,210.0,28.0,22.0,24.0,27.0,34.0,13.0,10.0,11.0,13.0,16.0
M.GÜNGÖR EKMEKÇİBAŞI,240.0,28.0,30.0,24.0,23.0,21.0,12.0,12.0,10.0,10.0,9.0
EMİNE DİREKLİ,230.0,28.0,22.0,27.0,27.0,25.0,12.0,10.0,12.0,12.0,11.0
EMRULLAH BAYRAM,227.0,28.0,22.0,23.0,27.0,17.0,12.0,10.0,10.0,12.0,7.0
ERKAN BAL,236.0,28.0,24.0,24.0,19.0,22.0,12.0,10.0,10.0,8.0,9.0
A.SEVİNÇ SEZEN,248.0,28.0,33.0,25.0,26.0,19.0,11.0,13.0,10.0,10.0,8.0
U.MUZAFFER TOPCAN,246.0,28.0,20.0,17.0,27.0,26.0,11.0,8.0,7.0,11.0,11.0
FAİK TEKİNALP,249.0,28.0,19.0,20.0,22.0,21.0,11.0,8.0,8.0,9.0,8.0
ÜNAL TOKUNÇ,287.0,28.0,27.0,41.0,28.0,32.0,10.0,9.0,14.0,10.0,11.0
İLKER ÖZEN,272.0,28.0,21.0,31.0,44.0,30.0,10.0,8.0,11.0,16.0,11.0
İSMAİL ÖZKAN,277.0,28.0,35.0,31.0,23.0,22.0,10.0,13.0,11.0,8.0,8.0
ÖZLEM GİRGİN,279.0,28.0,25.0,26.0,20.0,25.0,10.0,9.0,9.0,7.0,9.0
METİN DAY,281.0,28.0,30.0,20.0,23.0,22.0,10.0,11.0,7.0,8.0,8.0
GÖKHAN N. ÖRKÜN,290.0,28.0,35.0,26.0,26.0,27.0,10.0,12.0,9.0,9.0,9.0
DİLAN ATİK BATMAZ,271.0,28.0,21.0,31.0,24.0,23.0,10.0,8.0,11.0,9.0,8.0
CÜNEYT BUĞDAYCI,278.0,28.0,39.0,36.0,26.0,25.0,10.0,14.0,13.0,9.0,9.0
YASİN TEKTAŞ,272.0,28.0,22.0,23.0,20.0,17.0,10.0,8.0,8.0,7.0,6.0
MAHMUT DEMİR,271.0,28.0,23.0,21.0,21.0,26.0,10.0,8.0,8.0,8.0,10.0
MEHMET BOZAN GÖKKAN,281.0,28.0,26.0,26.0,20.0,24.0,10.0,9.0,9.0,7.0,9.0
HÜSEYİN BOYRAZ,322.0,28.0,16.0,30.0,34.0,29.0,9.0,5.0,9.0,11.0,9.0
M.ÖMER NAUSHAD MA,295.0,28.0,26.0,34.0,36.0,33.0,9.0,9.0,12.0,12.0,11.0
FUAT CANLIKA,317.0,28.0,28.0,45.0,27.0,31.0,9.0,9.0,14.0,9.0,10.0
MERİH TAŞBEK,343.0,28.0,45.0,39.0,37.0,40.0,8.0,13.0,11.0,11.0,12.0
RAMAZAN KOCAAĞAÇ,338.0,28.0,39.0,30.0,43.0,39.0,8.0,12.0,9.0,13.0,12.0
TURAN ASLAN,366.0,28.0,27.0,27.0,35.0,33.0,8.0,7.0,7.0,10.0,9.0
AHMET ATAKAN,354.0,28.0,34.0,26.0,29.0,25.0,8.0,10.0,7.0,8.0,7.0
MEHMET KAPLAN,354.0,28.0,10.0,15.0,23.0,27.0,8.0,3.0,4.0,6.0,8.0
MUSTAFA KARATOPRAK,344.0,28.0,35.0,33.0,36.0,35.0,8.0,10.0,10.0,10.0,10.0
İLKER KIRMIZIGÜL,369.0,28.0,42.0,46.0,42.0,37.0,8.0,11.0,12.0,11.0,10.0
HASAN GÜL,338.0,28.0,33.0,37.0,34.0,36.0,8.0,10.0,11.0,10.0,11.0
MEHMET AKDEMİR,371.0,28.0,39.0,36.0,36.0,31.0,8.0,11.0,10.0,10.0,8.0
FUAT ALBAYRAK,337.0,28.0,29.0,54.0,42.0,34.0,8.0,9.0,16.0,12.0,10.0
MÜSLÜM KAN,376.0,28.0,29.0,27.0,31.0,40.0,7.0,8.0,7.0,8.0,11.0
SAİM DEMİR,411.0,28.0,35.0,37.0,45.0,29.0,7.0,9.0,9.0,11.0,7.0
SELÇUK TAMGAÇ,414.0,28.0,35.0,38.0,35.0,41.0,7.0,8.0,9.0,8.0,10.0
TUNCAY YILMAZ,386.0,28.0,32.0,21.0,38.0,40.0,7.0,8.0,5.0,10.0,10.0
HÜSEYİN KOLSUZOĞLU,412.0,28.0,34.0,46.0,41.0,46.0,7.0,8.0,11.0,10.0,11.0
HAŞİM DOĞAN,386.0,28.0,36.0,35.0,36.0,35.0,7.0,9.0,9.0,9.0,9.0
HÜSEYİN ÇELİK,406.0,28.0,43.0,37.0,39.0,47.0,7.0,11.0,9.0,10.0,12.0
HATİCE GÜNEŞ,441.0,28.0,26.0,42.0,30.0,27.0,6.0,6.0,10.0,7.0,6.0
MEHMET GENÇ,495.0,28.0,26.0,34.0,43.0,38.0,6.0,5.0,7.0,9.0,8.0
ŞEYMA B. TANİYİT,477.0,28.0,49.0,53.0,52.0,40.0,6.0,10.0,11.0,11.0,8.0
İ.HALİL AKGÜNLÜ,538.0,28.0,48.0,28.0,48.0,34.0,5.0,9.0,5.0,9.0,6.0
OSMAN TANER,524.0,28.0,31.0,35.0,48.0,45.0,5.0,6.0,7.0,9.0,9.0
ERHUN ETİ,80.0,27.0,12.0,9.0,7.0,12.0,34.0,15.0,11.0,9.0,15.0
HÜMA YARAREL,131.0,27.0,13.0,19.0,8.0,9.0,21.0,10.0,15.0,6.0,7.0
AYHAN AHRASOĞLU,127.0,27.0,13.0,12.0,13.0,12.0,21.0,10.0,9.0,10.0,9.0
HASAN ASLANOĞLU,141.0,27.0,14.0,16.0,13.0,9.0,19.0,10.0,11.0,9.0,6.0
ÖZGÜR ÖZCAN,140.0,27.0,20.0,11.0,18.0,16.0,19.0,14.0,8.0,13.0,11.0
ENGİN AKALTUN,149.0,27.0,16.0,23.0,15.0,14.0,18.0,11.0,15.0,10.0,9.0
