Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
DİLBERAĞA,TÜRKİYE,Arap,25.0,12.0,394.0,34.0,24.0,26.0,29.0,30.0,9.0,6.0,7.0,7.0,8.0,"1.356.360,00"
ABBAS YOLCU,TÜRKİYE,İngiliz,27.0,13.0,379.0,34.0,53.0,33.0,51.0,50.0,9.0,14.0,9.0,13.0,13.0,"12.992.517,50"
CANNON,TÜRKİYE,İngiliz,14.0,7.0,420.0,34.0,25.0,48.0,52.0,62.0,8.0,6.0,11.0,12.0,15.0,"1.066.530,00"
RAMPOLDI,TÜRKİYE,İngiliz,32.0,16.0,439.0,34.0,39.0,46.0,59.0,39.0,8.0,9.0,10.0,13.0,9.0,"6.121.578,75"
CHICO,TÜRKİYE,İngiliz,25.0,13.0,504.0,34.0,43.0,44.0,56.0,41.0,7.0,9.0,9.0,11.0,8.0,"455.363,00"
DADALOĞLU.1,TÜRKİYE,Arap,8.0,5.0,481.0,34.0,58.0,56.0,58.0,52.0,7.0,12.0,12.0,12.0,11.0,",00"
MİRZAL,TÜRKİYE,Arap,22.0,11.0,466.0,34.0,35.0,42.0,46.0,44.0,7.0,8.0,9.0,10.0,9.0,"1.451.737,50"
SELÇUK YILDIZ,TÜRKİYE,Arap,2.0,2.0,83.0,33.0,9.0,7.0,15.0,1.0,40.0,11.0,8.0,18.0,1.0,",00"
SHAMARDAL,ABD,İngiliz,9.0,4.0,204.0,33.0,33.0,32.0,19.0,28.0,16.0,16.0,16.0,9.0,14.0,"1.917.627,30"
ALHAARTH,İRLANDA,İngiliz,10.0,4.0,235.0,33.0,29.0,26.0,26.0,21.0,14.0,12.0,11.0,11.0,9.0,"903.407,50"
HÜLAGÜ,TÜRKİYE,Arap,9.0,5.0,232.0,33.0,30.0,31.0,32.0,25.0,14.0,13.0,13.0,14.0,11.0,",00"
MTOTO,İNGİLTERE,İngiliz,9.0,6.0,250.0,33.0,23.0,20.0,33.0,20.0,13.0,9.0,8.0,13.0,8.0,"770.640,00"
SPRUCE,İNGİLTERE,İngiliz,16.0,11.0,258.0,33.0,36.0,33.0,29.0,35.0,13.0,14.0,13.0,11.0,14.0,",00"
DESERT STYLE,İRLANDA,İngiliz,14.0,9.0,313.0,33.0,36.0,33.0,32.0,31.0,11.0,12.0,11.0,10.0,10.0,"1.136.106,40"
ERSANBEY,TÜRKİYE,Arap,9.0,7.0,296.0,33.0,32.0,33.0,32.0,24.0,11.0,11.0,11.0,11.0,8.0,"816.585,00"
SHARPO,İNGİLTERE,İngiliz,5.0,5.0,339.0,33.0,46.0,42.0,40.0,29.0,10.0,14.0,12.0,12.0,9.0,"627.790,00"
FLIERS FANTASY,TÜRKİYE,İngiliz,23.0,8.0,354.0,33.0,43.0,27.0,36.0,35.0,9.0,12.0,8.0,10.0,10.0,"3.115.232,50"
LITTLE GUEST,ABD,İngiliz,12.0,8.0,438.0,33.0,48.0,48.0,38.0,44.0,8.0,11.0,11.0,9.0,10.0,"122.452,00"
HEYBETLİ.2,TÜRKİYE,Arap,13.0,7.0,414.0,33.0,23.0,28.0,40.0,43.0,8.0,6.0,7.0,10.0,10.0,"1.006.810,00"
BÖRÜHAN,TÜRKİYE,Arap,17.0,6.0,445.0,33.0,20.0,40.0,23.0,36.0,7.0,4.0,9.0,5.0,8.0,"1.013.380,00"
ALİREİS,TÜRKİYE,Arap,35.0,18.0,507.0,33.0,32.0,36.0,43.0,54.0,7.0,6.0,7.0,8.0,11.0,"2.103.377,50"
BUENOS AIRES,TÜRKİYE,İngiliz,24.0,9.0,457.0,33.0,39.0,31.0,49.0,60.0,7.0,9.0,7.0,11.0,13.0,"3.980.418,75"
BERK.19/63,TÜRKİYE,Arap,2.0,1.0,126.0,32.0,35.0,21.0,9.0,9.0,25.0,28.0,17.0,7.0,7.0,",00"
TOUGH GUY,TÜRKİYE,İngiliz,10.0,10.0,160.0,32.0,18.0,13.0,23.0,16.0,20.0,11.0,8.0,14.0,10.0,"12.321.148,75"
BEAU MONOIR,TÜRKİYE,İngiliz,5.0,4.0,168.0,32.0,24.0,30.0,20.0,21.0,19.0,14.0,18.0,12.0,12.0,",00"
KUTLU ER,TÜRKİYE,Arap,12.0,8.0,272.0,32.0,28.0,35.0,37.0,31.0,12.0,10.0,13.0,14.0,11.0,"3.070.203,75"
ÇAKAL CARLOS,TÜRKİYE,İngiliz,24.0,9.0,265.0,32.0,22.0,26.0,29.0,25.0,12.0,8.0,10.0,11.0,9.0,"10.220.293,75"
DEVZADE,TÜRKİYE,Arap,13.0,6.0,336.0,32.0,15.0,32.0,35.0,30.0,10.0,4.0,10.0,10.0,9.0,"1.921.790,00"
SAN MARCOS,FRANSA,İngiliz,13.0,11.0,360.0,32.0,41.0,29.0,46.0,22.0,9.0,11.0,8.0,13.0,6.0,"42.014,50"
ŞANSÜR,TÜRKİYE,Arap,6.0,5.0,410.0,32.0,46.0,39.0,50.0,44.0,8.0,11.0,10.0,12.0,11.0,"2.583.990,00"
ARSLAN ERAY,TÜRKİYE,Arap,29.0,7.0,478.0,32.0,37.0,44.0,29.0,52.0,7.0,8.0,9.0,6.0,11.0,"1.267.490,00"
KARAHALİFE,TÜRKİYE,Arap,19.0,7.0,428.0,32.0,23.0,31.0,39.0,31.0,7.0,5.0,7.0,9.0,7.0,"937.415,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 750 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
CRESCENDO,İNGİLTERE,İngiliz,21.0,11.0,498.0,32.0,48.0,71.0,88.0,67.0,6.0,10.0,14.0,18.0,13.0,",00"
YILDIZAĞA,TÜRKİYE,Arap,38.0,12.0,526.0,32.0,34.0,49.0,40.0,44.0,6.0,6.0,9.0,8.0,8.0,"1.213.020,00"
SAM-AY,TÜRKİYE,Arap,34.0,19.0,594.0,32.0,37.0,47.0,61.0,66.0,5.0,6.0,8.0,10.0,11.0,"953.680,00"
FLOWER ALLEY,ABD,İngiliz,3.0,3.0,157.0,31.0,24.0,19.0,15.0,9.0,20.0,15.0,12.0,10.0,6.0,"2.880.723,13"
RIP VAN WINKLE,İRLANDA,İngiliz,4.0,3.0,173.0,31.0,27.0,21.0,26.0,20.0,18.0,16.0,12.0,15.0,12.0,"2.746.701,25"
BAYDUHAN,TÜRKİYE,İngiliz,4.0,4.0,211.0,31.0,21.0,21.0,32.0,19.0,15.0,10.0,10.0,15.0,9.0,"1.012.590,00"
TEMELHAN,TÜRKİYE,İngiliz,14.0,8.0,211.0,31.0,25.0,29.0,24.0,29.0,15.0,12.0,14.0,11.0,14.0,"9.155.247,50"
RAINBOWS FOR LIFE,KANADA,İngiliz,7.0,4.0,222.0,31.0,28.0,23.0,29.0,26.0,14.0,13.0,10.0,13.0,12.0,"1.563.277,56"
ALI-ROYAL,İRLANDA,İngiliz,6.0,4.0,237.0,31.0,24.0,35.0,29.0,24.0,13.0,10.0,15.0,12.0,10.0,"1.459.517,50"
AMOUR,TÜRKİYE,İngiliz,13.0,9.0,270.0,31.0,34.0,25.0,29.0,23.0,11.0,13.0,9.0,11.0,9.0,",00"
YOUNG ELITE,İNGİLTERE,İngiliz,8.0,5.0,280.0,31.0,30.0,36.0,40.0,31.0,11.0,11.0,13.0,14.0,11.0,"363.947,20"
GÜNDENİZ,TÜRKİYE,Arap,20.0,12.0,326.0,31.0,21.0,36.0,24.0,28.0,10.0,6.0,11.0,7.0,9.0,"2.075.566,25"
AKTAŞOĞLU,TÜRKİYE,Arap,8.0,8.0,317.0,31.0,33.0,34.0,35.0,35.0,10.0,10.0,11.0,11.0,11.0,"5.939.542,50"
COLLEGE CHAPEL,İNGİLTERE,İngiliz,26.0,14.0,409.0,31.0,21.0,41.0,25.0,33.0,8.0,5.0,10.0,6.0,8.0,"811.664,70"
SARISAKA,İNGİLTERE,İngiliz,18.0,10.0,515.0,31.0,32.0,40.0,35.0,51.0,6.0,6.0,8.0,7.0,10.0,"1.025.100,70"
KIZILMURAT,İRLANDA,İngiliz,28.0,8.0,537.0,31.0,40.0,59.0,50.0,55.0,6.0,7.0,11.0,9.0,10.0,"1.602.060,00"
DEMİRSOY,TÜRKİYE,Arap,38.0,17.0,490.0,31.0,29.0,32.0,40.0,51.0,6.0,6.0,7.0,8.0,10.0,"3.409.272,50"
PELDER,İRLANDA,İngiliz,4.0,4.0,111.0,30.0,22.0,14.0,6.0,11.0,27.0,20.0,13.0,5.0,10.0,"1.900.062,85"
DEPLOY,İNGİLTERE,İngiliz,6.0,4.0,116.0,30.0,25.0,13.0,10.0,5.0,26.0,22.0,11.0,9.0,4.0,"1.393.475,00"
SA'D.23/66,TÜRKİYE,Arap,5.0,2.0,126.0,30.0,24.0,19.0,15.0,8.0,24.0,19.0,15.0,12.0,6.0,",00"
POINT OF ENTRY,ABD,İngiliz,4.0,4.0,129.0,30.0,27.0,19.0,14.0,8.0,23.0,21.0,15.0,11.0,6.0,"8.490.691,25"
LAHIB,ABD,İngiliz,6.0,4.0,171.0,30.0,22.0,17.0,20.0,19.0,18.0,13.0,10.0,12.0,11.0,"1.531.243,50"
PRINCE SABO,İNGİLTERE,İngiliz,8.0,7.0,174.0,30.0,29.0,16.0,8.0,18.0,17.0,17.0,9.0,5.0,10.0,"787.737,50"
HÜMA,TÜRKİYE,Arap,3.0,3.0,202.0,30.0,28.0,29.0,26.0,24.0,15.0,14.0,14.0,13.0,12.0,",00"
PETORIUS,İRLANDA,İngiliz,8.0,7.0,215.0,30.0,29.0,20.0,18.0,17.0,14.0,13.0,9.0,8.0,8.0,"899.465,00"
JOHNY GUITAR,TÜRKİYE,İngiliz,12.0,9.0,320.0,30.0,36.0,37.0,34.0,32.0,9.0,11.0,12.0,11.0,10.0,"1.861.518,80"
FIRAT.15,TÜRKİYE,Arap,9.0,7.0,363.0,30.0,23.0,29.0,36.0,26.0,8.0,6.0,8.0,10.0,7.0,"757.760,00"
ESKİŞEHİRLİ,TÜRKİYE,Arap,20.0,13.0,364.0,30.0,27.0,39.0,41.0,33.0,8.0,7.0,11.0,11.0,9.0,"7.535.181,25"
GÖKTEKİN,TÜRKİYE,Arap,39.0,10.0,418.0,30.0,20.0,41.0,32.0,41.0,7.0,5.0,10.0,8.0,10.0,"2.638.351,88"
KURUŞBEY,TÜRKİYE,Arap,24.0,10.0,575.0,30.0,35.0,53.0,35.0,51.0,5.0,6.0,9.0,6.0,9.0,"974.430,00"
TOUCH THE WOLF,TÜRKİYE,İngiliz,21.0,15.0,99.0,29.0,9.0,17.0,13.0,7.0,29.0,9.0,17.0,13.0,7.0,"23.017.030,00"
EFISIO,İNGİLTERE,İngiliz,9.0,7.0,181.0,29.0,22.0,32.0,17.0,13.0,16.0,12.0,18.0,9.0,7.0,"529.635,50"
DREAMS TO REALITY,ABD,İngiliz,5.0,5.0,207.0,29.0,28.0,24.0,26.0,20.0,14.0,14.0,12.0,13.0,10.0,"40.408,00"
MIZZEN MAST,ABD,İngiliz,5.0,5.0,212.0,29.0,27.0,30.0,22.0,30.0,14.0,13.0,14.0,10.0,14.0,"2.730.052,25"
ALMUTAWAKEL,İNGİLTERE,İngiliz,5.0,4.0,221.0,29.0,28.0,20.0,26.0,28.0,13.0,13.0,9.0,12.0,13.0,"1.264.058,73"
ÇAĞRIBATUR,TÜRKİYE,Arap,10.0,4.0,251.0,29.0,21.0,30.0,26.0,21.0,12.0,8.0,12.0,10.0,8.0,"1.190.110,00"
WINGS OF SONG,İNGİLTERE,İngiliz,9.0,7.0,235.0,29.0,52.0,44.0,33.0,34.0,12.0,22.0,19.0,14.0,14.0,",00"
BALLIKAYA,TÜRKİYE,İngiliz,20.0,8.0,259.0,29.0,14.0,31.0,31.0,45.0,11.0,5.0,12.0,12.0,17.0,"5.726.160,00"
ALDERADO,TÜRKİYE,İngiliz,13.0,6.0,289.0,29.0,26.0,21.0,28.0,21.0,10.0,9.0,7.0,10.0,7.0,"1.176.580,00"
SERDARBEY,TÜRKİYE,İngiliz,14.0,5.0,328.0,29.0,32.0,32.0,28.0,30.0,9.0,10.0,10.0,9.0,9.0,"911.618,00"
CANSÜLO,TÜRKİYE,Arap,18.0,13.0,323.0,29.0,36.0,25.0,30.0,20.0,9.0,11.0,8.0,9.0,6.0,"1.691.417,50"
BAKIŞBEY,TÜRKİYE,Arap,14.0,7.0,323.0,29.0,27.0,30.0,22.0,35.0,9.0,8.0,9.0,7.0,11.0,"1.395.435,00"
KİLİKYA,TÜRKİYE,İngiliz,16.0,10.0,362.0,29.0,44.0,39.0,53.0,52.0,8.0,12.0,11.0,15.0,14.0,"7.392,00"
MALKOÇOĞLU,ABD,İngiliz,17.0,6.0,352.0,29.0,31.0,24.0,47.0,30.0,8.0,9.0,7.0,13.0,9.0,"2.300.562,50"
PEKSOY,TÜRKİYE,Arap,21.0,10.0,376.0,29.0,33.0,39.0,38.0,34.0,8.0,9.0,10.0,10.0,9.0,"5.178.218,75"
GOLDEN-ARROW,TÜRKİYE,İngiliz,10.0,7.0,372.0,29.0,38.0,55.0,64.0,52.0,8.0,10.0,15.0,17.0,14.0,",00"
ŞAH ŞEHRİYAR,TÜRKİYE,Arap,11.0,6.0,353.0,29.0,24.0,23.0,26.0,39.0,8.0,7.0,7.0,7.0,11.0,"8.379.872,50"
SAVAŞ.3,TÜRKİYE,Arap,15.0,10.0,401.0,29.0,43.0,43.0,49.0,35.0,7.0,11.0,11.0,12.0,9.0,",00"
PROGAY,TÜRKİYE,İngiliz,30.0,11.0,497.0,29.0,30.0,33.0,44.0,51.0,6.0,6.0,7.0,9.0,10.0,"998.885,30"
SPECTRANDO,İRLANDA,İngiliz,19.0,10.0,528.0,29.0,43.0,60.0,60.0,58.0,5.0,8.0,11.0,11.0,11.0,"1.591.790,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 800 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
DABIRSIM,FRANSA,İngiliz,4.0,2.0,82.0,28.0,12.0,13.0,5.0,6.0,34.0,15.0,16.0,6.0,7.0,"6.453.202,50"
MOUNT NELSON,İNGİLTERE,İngiliz,5.0,2.0,105.0,28.0,18.0,12.0,13.0,8.0,27.0,17.0,11.0,12.0,8.0,"2.980.923,05"
BERNSTEIN,ABD,İngiliz,2.0,2.0,108.0,28.0,12.0,15.0,12.0,7.0,26.0,11.0,14.0,11.0,6.0,"1.728.405,00"
TAKE CHARGE INDY,ABD,İngiliz,3.0,2.0,137.0,28.0,25.0,16.0,14.0,11.0,20.0,18.0,12.0,10.0,8.0,"2.222.034,38"
MURAT.2,TÜRKİYE,Arap,1.0,1.0,211.0,28.0,23.0,14.0,19.0,27.0,13.0,11.0,7.0,9.0,13.0,",00"
BLUEBIRD,ABD,İngiliz,9.0,6.0,250.0,28.0,31.0,26.0,19.0,26.0,11.0,12.0,10.0,8.0,10.0,"561.485,00"
DAGGERS DRAWN,ABD,İngiliz,9.0,6.0,259.0,28.0,24.0,17.0,22.0,25.0,11.0,9.0,7.0,8.0,10.0,"1.141.770,63"
PURSUIT OF LOVE,İNGİLTERE,İngiliz,7.0,6.0,264.0,28.0,31.0,31.0,27.0,21.0,11.0,12.0,12.0,10.0,8.0,"753.892,50"
KURUŞ.153/50,TÜRKİYE,Arap,5.0,4.0,252.0,28.0,29.0,19.0,29.0,33.0,11.0,12.0,8.0,12.0,13.0,",00"
KAFKASLIEFSANESİ,TÜRKİYE,Arap,17.0,11.0,287.0,28.0,27.0,18.0,31.0,31.0,10.0,9.0,6.0,11.0,11.0,"12.453.560,00"
KÜHEYLANSAİD.38/51,TÜRKİYE,Arap,6.0,6.0,300.0,28.0,33.0,42.0,34.0,43.0,9.0,11.0,14.0,11.0,14.0,",00"
BRIEF TRUCE,ABD,İngiliz,11.0,9.0,360.0,28.0,34.0,51.0,34.0,40.0,8.0,9.0,14.0,9.0,11.0,"914.082,50"
OKCAN,TÜRKİYE,Arap,24.0,10.0,392.0,28.0,31.0,28.0,24.0,31.0,7.0,8.0,7.0,6.0,8.0,"989.315,00"
KARAMBOL.1,TÜRKİYE,Arap,27.0,9.0,381.0,28.0,29.0,33.0,38.0,44.0,7.0,8.0,9.0,10.0,12.0,"3.558.699,25"
SERDENGEÇTİ,TÜRKİYE,Arap,27.0,8.0,490.0,28.0,45.0,40.0,43.0,40.0,6.0,9.0,8.0,9.0,8.0,"1.191.650,00"
VIRGINIA RAPIDS,ABD,İngiliz,1.0,1.0,65.0,27.0,9.0,14.0,5.0,3.0,42.0,14.0,22.0,8.0,5.0,"1.965.182,95"
ARTIE SCHILLER,ABD,İngiliz,9.0,5.0,119.0,27.0,16.0,14.0,10.0,12.0,23.0,13.0,12.0,8.0,10.0,"3.068.609,50"
ANSHAN,İNGİLTERE,İngiliz,4.0,4.0,120.0,27.0,20.0,18.0,17.0,19.0,22.0,17.0,15.0,14.0,16.0,"514.125,00"
KIBRISLI,TÜRKİYE,Arap,12.0,5.0,134.0,27.0,17.0,19.0,12.0,12.0,20.0,13.0,14.0,9.0,9.0,"7.774.675,00"
TENDER COCK,TÜRKİYE,İngiliz,8.0,5.0,196.0,27.0,22.0,22.0,25.0,20.0,14.0,11.0,11.0,13.0,10.0,"236.097,50"
MAGIC RING,İRLANDA,İngiliz,6.0,5.0,239.0,27.0,25.0,13.0,26.0,31.0,11.0,10.0,5.0,11.0,13.0,"464.695,00"
MY SON,TÜRKİYE,İngiliz,11.0,7.0,244.0,27.0,46.0,40.0,32.0,30.0,11.0,19.0,16.0,13.0,12.0,",00"
ŞERBAZ,TÜRKİYE,Arap,14.0,5.0,281.0,27.0,24.0,23.0,13.0,22.0,10.0,9.0,8.0,5.0,8.0,"812.230,00"
HEDBAN.18/66,TÜRKİYE,Arap,4.0,4.0,259.0,27.0,32.0,42.0,27.0,23.0,10.0,12.0,16.0,10.0,9.0,",00"
SADRETTİN,TÜRKİYE,İngiliz,7.0,5.0,270.0,27.0,51.0,52.0,33.0,34.0,10.0,19.0,19.0,12.0,13.0,",00"
SİHİR,TÜRKİYE,Arap,14.0,10.0,315.0,27.0,33.0,22.0,21.0,28.0,9.0,10.0,7.0,7.0,9.0,"824.740,00"
ARSENIC,TÜRKİYE,İngiliz,23.0,11.0,313.0,27.0,32.0,28.0,28.0,32.0,9.0,10.0,9.0,9.0,10.0,"1.364.775,00"
EVOKE,ABD,İngiliz,21.0,8.0,336.0,27.0,32.0,33.0,36.0,33.0,8.0,10.0,10.0,11.0,10.0,"2.611.488,75"
TORA-TORA,TÜRKİYE,İngiliz,20.0,11.0,369.0,27.0,43.0,33.0,34.0,41.0,7.0,12.0,9.0,9.0,11.0,"165.346,00"
ATACAN,TÜRKİYE,Arap,20.0,11.0,386.0,27.0,21.0,22.0,27.0,28.0,7.0,5.0,6.0,7.0,7.0,"1.289.960,00"
ATAKANKAYA,TÜRKİYE,Arap,29.0,12.0,389.0,27.0,26.0,32.0,29.0,38.0,7.0,7.0,8.0,7.0,10.0,"3.010.528,75"
DAMISTER,ABD,İngiliz,6.0,5.0,153.0,26.0,24.0,20.0,17.0,12.0,17.0,16.0,13.0,11.0,8.0,"308.163,00"
ÜMİT,İNGİLTERE,İngiliz,6.0,6.0,155.0,26.0,25.0,26.0,23.0,22.0,17.0,16.0,17.0,15.0,14.0,",00"
COOGER,TÜRKİYE,İngiliz,18.0,9.0,152.0,26.0,22.0,18.0,16.0,15.0,17.0,14.0,12.0,11.0,10.0,"30.092.632,50"
ZOFFANY,İRLANDA,İngiliz,11.0,9.0,205.0,26.0,34.0,19.0,27.0,23.0,13.0,17.0,9.0,13.0,11.0,"2.579.691,25"
JUDGE T C,ABD,İngiliz,5.0,4.0,216.0,26.0,22.0,23.0,28.0,20.0,12.0,10.0,11.0,13.0,9.0,"1.133.830,00"
KING ALEX,TÜRKİYE,İngiliz,15.0,11.0,246.0,26.0,21.0,23.0,30.0,20.0,11.0,9.0,9.0,12.0,8.0,"1.781.062,50"
SEREN II,TÜRKİYE,İngiliz,13.0,9.0,270.0,26.0,35.0,33.0,34.0,26.0,10.0,13.0,12.0,13.0,10.0,"1.901,00"
VICTORY NOTE,ABD,İngiliz,19.0,9.0,269.0,26.0,20.0,21.0,26.0,24.0,10.0,7.0,8.0,10.0,9.0,"853.315,00"
KARELİN,İRLANDA,İngiliz,14.0,7.0,286.0,26.0,22.0,28.0,32.0,33.0,9.0,8.0,10.0,11.0,12.0,"910.770,00"
INSPECTOR,TÜRKİYE,İngiliz,31.0,13.0,278.0,26.0,27.0,21.0,18.0,30.0,9.0,10.0,8.0,6.0,11.0,"2.260.933,75"
GHAZAL,TÜRKİYE,Arap,17.0,5.0,331.0,26.0,26.0,22.0,23.0,17.0,8.0,8.0,7.0,7.0,5.0,"3.268,00"
ARSEN,TÜRKİYE,İngiliz,18.0,6.0,325.0,26.0,23.0,26.0,31.0,29.0,8.0,7.0,8.0,10.0,9.0,"1.191.700,00"
TENDER DAD,TÜRKİYE,İngiliz,12.0,5.0,306.0,26.0,19.0,48.0,26.0,33.0,8.0,6.0,16.0,8.0,11.0,"1.058.550,00"
ERSİNAN,TÜRKİYE,Arap,8.0,5.0,385.0,26.0,30.0,29.0,39.0,40.0,7.0,8.0,8.0,10.0,10.0,"1.075.360,00"
MURATCAN,TÜRKİYE,İngiliz,15.0,9.0,382.0,26.0,36.0,40.0,37.0,32.0,7.0,9.0,10.0,10.0,8.0,"1.278.180,00"
YOLCU,TÜRKİYE,Arap,18.0,7.0,400.0,26.0,25.0,42.0,22.0,30.0,6.0,6.0,10.0,6.0,8.0,"789.400,00"
YILDIZOĞLU,TÜRKİYE,Arap,29.0,9.0,586.0,26.0,44.0,35.0,50.0,54.0,4.0,8.0,6.0,9.0,9.0,"1.108.545,00"
FALCO,ABD,İngiliz,4.0,4.0,98.0,25.0,12.0,6.0,11.0,6.0,26.0,12.0,6.0,11.0,6.0,"5.694.146,50"
NICE HAVRAIS,ABD,İngiliz,2.0,2.0,108.0,25.0,19.0,12.0,12.0,8.0,23.0,18.0,11.0,11.0,7.0,",00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 850 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
LOUIS QUATORZE,ABD,İngiliz,2.0,2.0,117.0,25.0,16.0,15.0,12.0,14.0,21.0,14.0,13.0,10.0,12.0,"738.195,00"
BAWIKAL,TÜRKİYE,İngiliz,11.0,11.0,156.0,25.0,24.0,16.0,20.0,14.0,16.0,15.0,10.0,13.0,9.0,"5.498.021,25"
MANDRAKE,TÜRKİYE,İngiliz,11.0,4.0,193.0,25.0,17.0,13.0,18.0,19.0,13.0,9.0,7.0,9.0,10.0,"502.170,00"
PİKEHAN,TÜRKİYE,İngiliz,12.0,4.0,199.0,25.0,24.0,25.0,41.0,16.0,13.0,12.0,13.0,21.0,8.0,",00"
PARADE GROUND,ABD,İngiliz,2.0,2.0,211.0,25.0,27.0,19.0,20.0,25.0,12.0,13.0,9.0,9.0,12.0,"828.260,00"
KAANEFE,TÜRKİYE,Arap,17.0,13.0,287.0,25.0,29.0,19.0,35.0,27.0,9.0,10.0,7.0,12.0,9.0,"5.676.876,25"
SHINING WOLF,TÜRKİYE,İngiliz,18.0,7.0,319.0,25.0,24.0,21.0,38.0,31.0,8.0,8.0,7.0,12.0,10.0,"1.508.535,00"
SEKLAVİ.32,TÜRKİYE,Arap,15.0,8.0,369.0,25.0,32.0,31.0,50.0,40.0,7.0,9.0,8.0,14.0,11.0,"14.925,00"
LİDERTAY,TÜRKİYE,Arap,36.0,14.0,375.0,25.0,30.0,29.0,30.0,35.0,7.0,8.0,8.0,8.0,9.0,"5.504.127,50"
HOLDING SOCIETY,İNGİLTERE,İngiliz,22.0,7.0,402.0,25.0,30.0,27.0,26.0,43.0,6.0,7.0,7.0,6.0,11.0,"459.982,60"
BLEDA,TÜRKİYE,Arap,15.0,9.0,535.0,25.0,27.0,46.0,41.0,48.0,5.0,5.0,9.0,8.0,9.0,"337.658,00"
CANAVAR,TÜRKİYE,Arap,11.0,7.0,508.0,25.0,35.0,62.0,36.0,54.0,5.0,7.0,12.0,7.0,11.0,"1.395.735,00"
CAŞ,İRLANDA,İngiliz,6.0,5.0,180.0,24.0,14.0,19.0,14.0,20.0,13.0,8.0,11.0,8.0,11.0,"1.010.350,00"
KOŞTURAN,FRANSA,İngiliz,9.0,5.0,213.0,24.0,21.0,21.0,20.0,21.0,11.0,10.0,10.0,9.0,10.0,"850.750,00"
MY SEA,TÜRKİYE,İngiliz,10.0,8.0,252.0,24.0,34.0,33.0,33.0,33.0,10.0,13.0,13.0,13.0,13.0,"1.341.072,50"
CARTEKITT,TÜRKİYE,İngiliz,19.0,7.0,279.0,24.0,36.0,33.0,29.0,27.0,9.0,13.0,12.0,10.0,10.0,"1.411.265,00"
SANCAKLI,TÜRKİYE,Arap,7.0,5.0,266.0,24.0,34.0,39.0,23.0,27.0,9.0,13.0,15.0,9.0,10.0,"1.318.685,00"
TIGHT END,TÜRKİYE,İngiliz,16.0,10.0,258.0,24.0,33.0,28.0,25.0,35.0,9.0,13.0,11.0,10.0,14.0,"4.121.888,75"
VENTO,TÜRKİYE,İngiliz,18.0,10.0,297.0,24.0,20.0,35.0,39.0,36.0,8.0,7.0,12.0,13.0,12.0,"2.023.484,38"
RIŞVANBEY,TÜRKİYE,Arap,16.0,8.0,348.0,24.0,34.0,32.0,32.0,32.0,7.0,10.0,9.0,9.0,9.0,"1.419.210,00"
ASİLZADE,TÜRKİYE,Arap,22.0,10.0,362.0,24.0,22.0,24.0,35.0,32.0,7.0,6.0,7.0,10.0,9.0,"1.887.858,75"
BARUDİ,TÜRKİYE,İngiliz,17.0,9.0,337.0,24.0,26.0,33.0,36.0,40.0,7.0,8.0,10.0,11.0,12.0,"5.345.562,50"
KARATAŞ,TÜRKİYE,Arap,24.0,7.0,411.0,24.0,41.0,32.0,32.0,29.0,6.0,10.0,8.0,8.0,7.0,"1.613.596,25"
MUJAHID,ABD,İngiliz,2.0,2.0,59.0,23.0,17.0,10.0,3.0,3.0,39.0,29.0,17.0,5.0,5.0,"3.260.360,61"
KURUŞ.14,TÜRKİYE,Arap,3.0,3.0,78.0,23.0,17.0,8.0,8.0,6.0,29.0,22.0,10.0,10.0,8.0,",00"
GIO PONTI,ABD,İngiliz,6.0,4.0,78.0,23.0,8.0,10.0,10.0,6.0,29.0,10.0,13.0,13.0,8.0,"12.230.605,01"
MSHAWISH,ABD,İngiliz,3.0,3.0,86.0,23.0,10.0,9.0,10.0,9.0,27.0,12.0,10.0,12.0,10.0,"11.368.830,00"
AWESOME AGAIN,ABD,İngiliz,2.0,2.0,93.0,23.0,20.0,11.0,8.0,10.0,25.0,22.0,12.0,9.0,11.0,"1.692.700,00"
MASTERCRAFTSMAN,İRLANDA,İngiliz,5.0,5.0,100.0,23.0,18.0,13.0,12.0,10.0,23.0,18.0,13.0,12.0,10.0,"2.020.775,00"
GÜNEY,TÜRKİYE,Arap,1.0,1.0,117.0,23.0,17.0,10.0,10.0,5.0,20.0,15.0,9.0,9.0,4.0,"622.700,00"
BEAU GENIUS,ABD,İngiliz,2.0,2.0,136.0,23.0,25.0,22.0,12.0,21.0,17.0,18.0,16.0,9.0,15.0,"978.820,00"
BERK.58/66,TÜRKİYE,Arap,5.0,4.0,137.0,23.0,24.0,20.0,23.0,14.0,17.0,18.0,15.0,17.0,10.0,",00"
