Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
LEGENDS DAUGHTER,ABD,İngiliz,1.0,38.0,5.0,5.0,5.0,5.0,3.0,13.0,13.0,13.0,13.0,8.0,"164.525,00"
STARA,İNGİLTERE,İngiliz,1.0,38.0,5.0,5.0,7.0,5.0,1.0,13.0,13.0,18.0,13.0,3.0,"125.500,00"
NAÇKO,İRLANDA,İngiliz,2.0,39.0,5.0,2.0,3.0,2.0,2.0,13.0,5.0,8.0,5.0,5.0,"130.550,00"
SERVİN,TÜRKİYE,İngiliz,3.0,39.0,5.0,3.0,6.0,4.0,3.0,13.0,8.0,15.0,10.0,8.0,"223.400,00"
ARDA KIZI,TÜRKİYE,İngiliz,1.0,38.0,5.0,0.0,4.0,1.0,1.0,13.0,0.0,11.0,3.0,3.0,"77.150,00"
HENNESSY WALTZ,ABD,İngiliz,2.0,39.0,5.0,3.0,3.0,6.0,5.0,13.0,8.0,8.0,15.0,13.0,"182.220,00"
SI BELLE,TÜRKİYE,İngiliz,2.0,39.0,5.0,8.0,3.0,3.0,2.0,13.0,21.0,8.0,8.0,5.0,"202.020,00"
İSKENDERUN,TÜRKİYE,İngiliz,2.0,39.0,5.0,5.0,1.0,4.0,3.0,13.0,13.0,3.0,10.0,8.0,"173.400,00"
CAHİDE.72/56,TÜRKİYE,Arap,1.0,39.0,5.0,13.0,3.0,6.0,4.0,13.0,33.0,8.0,15.0,10.0,",00"
ALTINKIZ,İRLANDA,İngiliz,2.0,38.0,5.0,8.0,5.0,4.0,3.0,13.0,21.0,13.0,11.0,8.0,"1.311.028,75"
ATEŞ GIRL,TÜRKİYE,İngiliz,2.0,38.0,5.0,9.0,4.0,7.0,2.0,13.0,24.0,11.0,18.0,5.0,"3.262.633,75"
ARMARANTE,ABD,İngiliz,2.0,38.0,5.0,4.0,5.0,2.0,2.0,13.0,11.0,13.0,5.0,5.0,"557.055,00"
SAINTE SUZANNE,İRLANDA,İngiliz,4.0,39.0,5.0,4.0,3.0,1.0,5.0,13.0,10.0,8.0,3.0,13.0,"570.526,88"
İŞKODRA,TÜRKİYE,İngiliz,4.0,39.0,5.0,7.0,5.0,4.0,6.0,13.0,18.0,13.0,10.0,15.0,"979.040,00"
JUST MAGIC,TÜRKİYE,İngiliz,3.0,38.0,5.0,4.0,3.0,7.0,6.0,13.0,11.0,8.0,18.0,16.0,"1.736.335,00"
LA BOHEME,TÜRKİYE,İngiliz,2.0,38.0,5.0,5.0,5.0,3.0,6.0,13.0,13.0,13.0,8.0,16.0,"2.119.822,50"
LADY HEROINE,ABD,İngiliz,1.0,39.0,5.0,4.0,5.0,8.0,3.0,13.0,10.0,13.0,21.0,8.0,"1.278.766,89"
BARBIANA,TÜRKİYE,İngiliz,2.0,42.0,5.0,4.0,4.0,6.0,5.0,12.0,10.0,10.0,14.0,12.0,",00"
CORNY STORY,İNGİLTERE,İngiliz,1.0,43.0,5.0,10.0,4.0,2.0,6.0,12.0,23.0,9.0,5.0,14.0,"146.200,00"
COSMIC SPEED QUEEN,ABD,İngiliz,1.0,42.0,5.0,7.0,1.0,7.0,7.0,12.0,17.0,2.0,17.0,17.0,"106.920,00"
BAYCAN I,TÜRKİYE,İngiliz,4.0,42.0,5.0,3.0,0.0,4.0,2.0,12.0,7.0,0.0,10.0,5.0,",00"
JUNE LADY,İRLANDA,İngiliz,1.0,43.0,5.0,6.0,4.0,8.0,2.0,12.0,14.0,9.0,19.0,5.0,"112.825,00"
MİHRE,TÜRKİYE,İngiliz,4.0,42.0,5.0,2.0,4.0,6.0,2.0,12.0,5.0,10.0,14.0,5.0,"160.561,60"
NIGHT TRADER,ABD,İngiliz,1.0,42.0,5.0,6.0,8.0,3.0,3.0,12.0,14.0,19.0,7.0,7.0,"161.865,00"
PRIDE OF DARBY,ABD,İngiliz,1.0,42.0,5.0,2.0,6.0,4.0,5.0,12.0,5.0,14.0,10.0,12.0,"87.230,00"
SHAKAMIYN,İNGİLTERE,İngiliz,1.0,41.0,5.0,5.0,6.0,5.0,5.0,12.0,12.0,15.0,12.0,12.0,"183.420,00"
SPATULA,İRLANDA,İngiliz,2.0,40.0,5.0,3.0,6.0,5.0,5.0,12.0,8.0,15.0,12.0,12.0,"165.000,00"
TUMBLE JUDY,İNGİLTERE,İngiliz,2.0,42.0,5.0,7.0,5.0,4.0,1.0,12.0,17.0,12.0,10.0,2.0,"898,00"
YASEMİN.4,TÜRKİYE,Arap,1.0,41.0,5.0,3.0,5.0,6.0,1.0,12.0,7.0,12.0,15.0,2.0,",00"
FLYING LADY,ALMANYA,İngiliz,1.0,41.0,5.0,6.0,5.0,4.0,6.0,12.0,15.0,12.0,10.0,15.0,"206.930,00"
ÇEKİRGEKIZI,TÜRKİYE,Arap,2.0,43.0,5.0,5.0,3.0,1.0,4.0,12.0,12.0,7.0,2.0,9.0,"138.700,00"
ARIKA,İRLANDA,İngiliz,3.0,43.0,5.0,6.0,0.0,6.0,5.0,12.0,14.0,0.0,14.0,12.0,"175.000,00"
DAISYLAND,TÜRKİYE,İngiliz,5.0,41.0,5.0,3.0,4.0,1.0,2.0,12.0,7.0,10.0,2.0,5.0,"136.600,00"
HILL POINT,TÜRKİYE,İngiliz,4.0,43.0,5.0,3.0,2.0,2.0,6.0,12.0,7.0,5.0,5.0,14.0,"360.932,50"
PRENSES SEÇİL,TÜRKİYE,İngiliz,4.0,43.0,5.0,8.0,7.0,5.0,4.0,12.0,19.0,16.0,12.0,9.0,"1.005.615,00"
MASHLY,TÜRKİYE,İngiliz,3.0,42.0,5.0,2.0,2.0,4.0,1.0,12.0,5.0,5.0,10.0,2.0,"184.170,00"
MAÇAKIZI,TÜRKİYE,İngiliz,1.0,40.0,5.0,8.0,5.0,6.0,1.0,12.0,20.0,12.0,15.0,2.0,",00"
MANACURIST,İRLANDA,İngiliz,3.0,40.0,5.0,8.0,6.0,3.0,6.0,12.0,20.0,15.0,8.0,15.0,",00"
PIANO ROLL,İRLANDA,İngiliz,2.0,41.0,5.0,7.0,6.0,8.0,2.0,12.0,17.0,15.0,20.0,5.0,"540.942,50"
DEPREŞEN,TÜRKİYE,Arap,4.0,42.0,5.0,3.0,4.0,0.0,5.0,12.0,7.0,10.0,0.0,12.0,"402.447,50"
SANİYEM,TÜRKİYE,İngiliz,5.0,43.0,5.0,4.0,8.0,8.0,3.0,12.0,9.0,19.0,19.0,7.0,"299.670,00"
MAFE,TÜRKİYE,İngiliz,3.0,43.0,5.0,3.0,8.0,6.0,0.0,12.0,7.0,19.0,14.0,0.0,"557.750,00"
JALE.11,TÜRKİYE,Arap,3.0,40.0,5.0,8.0,12.0,5.0,3.0,12.0,20.0,30.0,12.0,8.0,",00"
ZELİHA.26,TÜRKİYE,Arap,1.0,40.0,5.0,5.0,4.0,2.0,4.0,12.0,12.0,10.0,5.0,10.0,",00"
ECHO RIDGE,İRLANDA,İngiliz,3.0,43.0,5.0,7.0,5.0,7.0,7.0,12.0,16.0,12.0,16.0,16.0,"640.852,50"
NICELY DONE,TÜRKİYE,İngiliz,4.0,40.0,5.0,2.0,5.0,4.0,3.0,12.0,5.0,12.0,10.0,8.0,"775.560,00"
OKİNAWA,TÜRKİYE,Arap,3.0,42.0,5.0,5.0,1.0,4.0,1.0,12.0,12.0,2.0,10.0,2.0,"1.543.398,75"
SIGNORINA,TÜRKİYE,İngiliz,3.0,42.0,5.0,5.0,8.0,2.0,5.0,12.0,12.0,19.0,5.0,12.0,"1.423.376,25"
PİANO PİANO,TÜRKİYE,İngiliz,3.0,42.0,5.0,1.0,5.0,6.0,9.0,12.0,2.0,12.0,14.0,21.0,"859.941,25"
DURMAKIZ,TÜRKİYE,Arap,3.0,42.0,5.0,4.0,6.0,4.0,2.0,12.0,10.0,14.0,10.0,5.0,"1.042.935,00"
DİLŞARHATUN,TÜRKİYE,İngiliz,2.0,40.0,5.0,3.0,7.0,3.0,7.0,12.0,8.0,18.0,8.0,18.0,"1.849.257,50"
ALTIN ADIM,İRLANDA,İngiliz,2.0,42.0,5.0,5.0,4.0,3.0,8.0,12.0,12.0,10.0,7.0,19.0,"607.688,75"
CHARLEVOIX,ABD,İngiliz,2.0,42.0,5.0,7.0,6.0,6.0,4.0,12.0,17.0,14.0,14.0,10.0,"2.001.233,75"
SUNATAY,TÜRKİYE,Arap,1.0,42.0,5.0,4.0,5.0,1.0,4.0,12.0,10.0,12.0,2.0,10.0,"662.486,25"
WIN STAR WIN,TÜRKİYE,İngiliz,3.0,40.0,5.0,8.0,2.0,2.0,5.0,12.0,20.0,5.0,5.0,12.0,"2.407.176,25"
MALTA KÖŞKÜ,TÜRKİYE,Arap,2.0,41.0,5.0,10.0,4.0,5.0,4.0,12.0,24.0,10.0,12.0,10.0,"2.397.955,00"
TATLI HABER,TÜRKİYE,Arap,2.0,42.0,5.0,1.0,6.0,4.0,4.0,12.0,2.0,14.0,10.0,10.0,"1.503.670,00"
GÜZEL ECEM,TÜRKİYE,İngiliz,2.0,43.0,5.0,7.0,5.0,5.0,4.0,12.0,16.0,12.0,12.0,9.0,"2.725.140,00"
ÜZÜM,TÜRKİYE,İngiliz,4.0,47.0,5.0,4.0,5.0,8.0,5.0,11.0,9.0,11.0,17.0,11.0,"348,00"
BIDDER'S DREAM,İRLANDA,İngiliz,2.0,45.0,5.0,8.0,5.0,4.0,7.0,11.0,18.0,11.0,9.0,16.0,",00"
BEAUVOIR,İRLANDA,İngiliz,3.0,47.0,5.0,5.0,6.0,9.0,7.0,11.0,11.0,13.0,19.0,15.0,"54.612,50"
IŞIK,TÜRKİYE,İngiliz,4.0,45.0,5.0,2.0,3.0,5.0,1.0,11.0,4.0,7.0,11.0,2.0,"10.790,00"
SAMYELİ,TÜRKİYE,İngiliz,3.0,45.0,5.0,1.0,4.0,7.0,1.0,11.0,2.0,9.0,16.0,2.0,"149.810,00"
SHARPER STILL,İNGİLTERE,İngiliz,1.0,47.0,5.0,5.0,4.0,5.0,2.0,11.0,11.0,9.0,11.0,4.0,"119.970,00"
SEYYARE.40,TÜRKİYE,Arap,1.0,45.0,5.0,5.0,2.0,4.0,2.0,11.0,11.0,4.0,9.0,4.0,",00"
ANATOLIAN WOLF,TÜRKİYE,İngiliz,3.0,46.0,5.0,2.0,6.0,7.0,7.0,11.0,4.0,13.0,15.0,15.0,"181.235,00"
AJLANHANIM,TÜRKİYE,Arap,7.0,46.0,5.0,2.0,6.0,3.0,4.0,11.0,4.0,13.0,7.0,9.0,"147.650,00"
RISING SPRING,TÜRKİYE,İngiliz,3.0,46.0,5.0,1.0,1.0,1.0,3.0,11.0,2.0,2.0,2.0,7.0,"94.430,00"
SIMPLYHECTIC,İRLANDA,İngiliz,4.0,46.0,5.0,2.0,7.0,5.0,4.0,11.0,4.0,15.0,11.0,9.0,"96.720,00"
KASIMPATI,TÜRKİYE,Arap,4.0,45.0,5.0,7.0,3.0,3.0,3.0,11.0,16.0,7.0,7.0,7.0,"264.750,00"
GELİNAY,TÜRKİYE,Arap,5.0,46.0,5.0,1.0,2.0,1.0,7.0,11.0,2.0,4.0,2.0,15.0,"126.650,00"
AY CAHİDE,TÜRKİYE,Arap,6.0,47.0,5.0,3.0,1.0,2.0,4.0,11.0,6.0,2.0,4.0,9.0,"179.775,00"
YAĞMUR DAMLASI,TÜRKİYE,Arap,4.0,45.0,5.0,6.0,7.0,8.0,5.0,11.0,13.0,16.0,18.0,11.0,"317.640,00"
BALERİN,TÜRKİYE,Arap,4.0,46.0,5.0,0.0,4.0,1.0,4.0,11.0,0.0,9.0,2.0,9.0,"171.110,00"
ATAKHANIM,TÜRKİYE,İngiliz,4.0,47.0,5.0,3.0,3.0,7.0,3.0,11.0,6.0,6.0,15.0,6.0,"226.395,00"
EL CLASICO,TÜRKİYE,İngiliz,5.0,46.0,5.0,3.0,1.0,2.0,4.0,11.0,7.0,2.0,4.0,9.0,"582.243,75"
ŞAHİDE.7.,TÜRKİYE,Arap,6.0,44.0,5.0,4.0,7.0,5.0,3.0,11.0,9.0,16.0,11.0,7.0,",00"
BIRTHDAY TUNE,İRLANDA,İngiliz,3.0,44.0,5.0,5.0,8.0,6.0,5.0,11.0,11.0,18.0,14.0,11.0,",00"
ÜRKİYECAN,TÜRKİYE,Arap,5.0,45.0,5.0,3.0,2.0,8.0,7.0,11.0,7.0,4.0,18.0,16.0,"570.221,25"
SULTANGÜZELİ,TÜRKİYE,Arap,3.0,45.0,5.0,5.0,2.0,2.0,4.0,11.0,11.0,4.0,4.0,9.0,"481.533,75"
GÜNEŞ.6,TÜRKİYE,Arap,3.0,45.0,5.0,6.0,4.0,3.0,5.0,11.0,13.0,9.0,7.0,11.0,",00"
KÖYLÜKIZI.3,TÜRKİYE,Arap,1.0,47.0,5.0,5.0,8.0,5.0,3.0,11.0,11.0,17.0,11.0,6.0,",00"
GÜLİZ,TÜRKİYE,İngiliz,3.0,46.0,5.0,3.0,3.0,1.0,3.0,11.0,7.0,7.0,2.0,7.0,"539.005,00"
HIPNOZ,ABD,İngiliz,5.0,46.0,5.0,4.0,3.0,4.0,6.0,11.0,9.0,7.0,9.0,13.0,"1.095.260,00"
MİHRACE,TÜRKİYE,İngiliz,5.0,46.0,5.0,3.0,4.0,3.0,6.0,11.0,7.0,9.0,7.0,13.0,"706.817,50"
SUR MA VIE,ABD,İngiliz,3.0,45.0,5.0,4.0,2.0,5.0,8.0,11.0,9.0,4.0,11.0,18.0,"971.873,75"
GÜLHAYAT,TÜRKİYE,Arap,4.0,44.0,5.0,4.0,8.0,1.0,7.0,11.0,9.0,18.0,2.0,16.0,"1.268.836,25"
PROVIDENCE,TÜRKİYE,İngiliz,3.0,46.0,5.0,3.0,5.0,6.0,8.0,11.0,7.0,11.0,13.0,17.0,"604.068,75"
ASPURCE,TÜRKİYE,İngiliz,4.0,44.0,5.0,3.0,2.0,3.0,4.0,11.0,7.0,5.0,7.0,9.0,"751.337,50"
PALURİ,TÜRKİYE,İngiliz,5.0,45.0,5.0,8.0,1.0,4.0,3.0,11.0,18.0,2.0,9.0,7.0,"1.103.286,25"
LIGHT MY FIRE,TÜRKİYE,İngiliz,2.0,46.0,5.0,3.0,6.0,6.0,8.0,11.0,7.0,13.0,13.0,17.0,"710.585,00"
KOŞKIZ,TÜRKİYE,Arap,5.0,47.0,5.0,4.0,3.0,2.0,5.0,11.0,9.0,6.0,4.0,11.0,"1.450.777,50"
MELODİ,TÜRKİYE,İngiliz,2.0,47.0,5.0,6.0,4.0,5.0,7.0,11.0,13.0,9.0,11.0,15.0,"1.060.711,25"
KAFKAS FİLİZİ,TÜRKİYE,Arap,3.0,47.0,5.0,6.0,4.0,6.0,3.0,11.0,13.0,9.0,13.0,6.0,"868.767,50"
PRINCESS MAHRA,TÜRKİYE,İngiliz,4.0,45.0,5.0,3.0,5.0,3.0,2.0,11.0,7.0,11.0,7.0,4.0,"984.256,25"
HOŞSEDA,TÜRKİYE,İngiliz,4.0,46.0,5.0,4.0,6.0,10.0,2.0,11.0,9.0,13.0,22.0,4.0,"2.046.192,50"
KANATLISULTAN,TÜRKİYE,Arap,4.0,44.0,5.0,0.0,2.0,3.0,8.0,11.0,0.0,5.0,7.0,18.0,"649.635,00"
BUZ,TÜRKİYE,İngiliz,2.0,44.0,5.0,5.0,12.0,4.0,6.0,11.0,11.0,27.0,9.0,14.0,"827.453,75"
INDIGO,TÜRKİYE,İngiliz,2.0,45.0,5.0,5.0,4.0,9.0,7.0,11.0,11.0,9.0,20.0,16.0,"1.584.297,50"
ATLI GÜL,TÜRKİYE,İngiliz,2.0,44.0,5.0,11.0,8.0,5.0,2.0,11.0,25.0,18.0,11.0,5.0,"2.080.465,00"
ASWAAQ,İRLANDA,İngiliz,4.0,44.0,5.0,2.0,7.0,2.0,3.0,11.0,5.0,16.0,5.0,7.0,"630.286,25"
TACİSERİM,TÜRKİYE,Arap,1.0,46.0,5.0,5.0,2.0,7.0,7.0,11.0,11.0,4.0,15.0,15.0,"2.351.990,00"
SPEAK ME SOFTLY,TÜRKİYE,İngiliz,3.0,47.0,5.0,5.0,14.0,6.0,5.0,11.0,11.0,30.0,13.0,11.0,"1.179.533,75"
SEKLAVİ.31,TÜRKİYE,Arap,1.0,47.0,5.0,7.0,6.0,4.0,3.0,11.0,15.0,13.0,9.0,6.0,",00"
SAFSU,TÜRKİYE,Arap,3.0,47.0,5.0,6.0,5.0,3.0,10.0,11.0,13.0,11.0,6.0,21.0,"2.396.483,75"
MUNKHBAT,TÜRKİYE,İngiliz,3.0,45.0,5.0,6.0,7.0,8.0,5.0,11.0,13.0,16.0,18.0,11.0,"2.573.642,50"
SURE PEG,ABD,İngiliz,1.0,47.0,5.0,8.0,5.0,9.0,6.0,11.0,17.0,11.0,19.0,13.0,"1.216.556,25"
DİYADİN,TÜRKİYE,İngiliz,2.0,45.0,5.0,8.0,3.0,13.0,9.0,11.0,18.0,7.0,29.0,20.0,"4.651.621,25"
DANCE A JIG,İNGİLTERE,İngiliz,1.0,51.0,5.0,10.0,4.0,8.0,4.0,10.0,20.0,8.0,16.0,8.0,"203.660,00"
LA SEBA,FRANSA,İngiliz,1.0,51.0,5.0,12.0,3.0,7.0,7.0,10.0,24.0,6.0,14.0,14.0,"85,00"
PHARJOY,FRANSA,İngiliz,1.0,52.0,5.0,4.0,4.0,2.0,5.0,10.0,8.0,8.0,4.0,10.0,"128.520,00"
RİDANİYE,TÜRKİYE,İngiliz,2.0,48.0,5.0,6.0,4.0,4.0,6.0,10.0,12.0,8.0,8.0,12.0,"570,00"
SUZİ,TÜRKİYE,İngiliz,4.0,49.0,5.0,3.0,7.0,0.0,8.0,10.0,6.0,14.0,0.0,16.0,"229.360,00"
TAORMINA,TÜRKİYE,İngiliz,4.0,49.0,5.0,7.0,3.0,2.0,2.0,10.0,14.0,6.0,4.0,4.0,"182.050,00"
ÇİĞDEMCAN,TÜRKİYE,Arap,3.0,50.0,5.0,4.0,5.0,9.0,5.0,10.0,8.0,10.0,18.0,10.0,"171.910,00"
GÖZDE.3,TÜRKİYE,Arap,2.0,50.0,5.0,7.0,3.0,5.0,3.0,10.0,14.0,6.0,10.0,6.0,"197.040,00"
NECLA,TÜRKİYE,Arap,7.0,51.0,5.0,1.0,1.0,0.0,1.0,10.0,2.0,2.0,0.0,2.0,"32.100,00"
DALAMALI,TÜRKİYE,İngiliz,2.0,50.0,5.0,14.0,4.0,3.0,4.0,10.0,28.0,8.0,6.0,8.0,"264.100,00"
SARIYERLİ,TÜRKİYE,İngiliz,2.0,52.0,5.0,3.0,4.0,7.0,2.0,10.0,6.0,8.0,13.0,4.0,"168.650,00"
ZAZEL,TÜRKİYE,İngiliz,2.0,51.0,5.0,1.0,3.0,6.0,2.0,10.0,2.0,6.0,12.0,4.0,"152.250,00"
KARDELEN ÇİÇEĞİ,TÜRKİYE,Arap,5.0,51.0,5.0,3.0,6.0,4.0,4.0,10.0,6.0,12.0,8.0,8.0,"186.950,00"
EYLÜLÜM,TÜRKİYE,İngiliz,3.0,49.0,5.0,2.0,5.0,4.0,9.0,10.0,4.0,10.0,8.0,18.0,"220.375,00"
LADY ARWEN,TÜRKİYE,İngiliz,5.0,50.0,5.0,4.0,4.0,1.0,4.0,10.0,8.0,8.0,2.0,8.0,"191.400,00"
MOUNTAIN STORM,TÜRKİYE,İngiliz,4.0,49.0,5.0,5.0,7.0,6.0,1.0,10.0,10.0,14.0,12.0,2.0,"411.930,00"
RIVER LOW,İRLANDA,İngiliz,1.0,51.0,5.0,3.0,5.0,4.0,1.0,10.0,6.0,10.0,8.0,2.0,"101.900,00"
CAT'S COLA,TÜRKİYE,İngiliz,2.0,52.0,5.0,3.0,4.0,7.0,1.0,10.0,6.0,8.0,13.0,2.0,"249.700,00"
MARENGO,TÜRKİYE,İngiliz,3.0,52.0,5.0,10.0,2.0,4.0,8.0,10.0,19.0,4.0,8.0,15.0,"276.910,00"
DURUŞAH,TÜRKİYE,İngiliz,3.0,48.0,5.0,5.0,2.0,10.0,5.0,10.0,10.0,4.0,21.0,10.0,"1.682.907,50"
BLACK RUNNER,TÜRKİYE,İngiliz,2.0,48.0,5.0,3.0,5.0,9.0,5.0,10.0,6.0,10.0,19.0,10.0,"186.080,00"
LADY BUG,TÜRKİYE,İngiliz,4.0,52.0,5.0,7.0,6.0,6.0,6.0,10.0,13.0,12.0,12.0,12.0,"380.570,00"
PEKAT,TÜRKİYE,Arap,3.0,48.0,5.0,8.0,5.0,2.0,3.0,10.0,17.0,10.0,4.0,6.0,"354.800,00"
ORIENTAL,TÜRKİYE,İngiliz,3.0,50.0,5.0,7.0,4.0,2.0,5.0,10.0,14.0,8.0,4.0,10.0,"389.400,00"
SAHRA.22,TÜRKİYE,Arap,1.0,52.0,5.0,8.0,9.0,14.0,6.0,10.0,15.0,17.0,27.0,12.0,",00"
NOTHINGCOMPARESTOU,TÜRKİYE,İngiliz,4.0,52.0,5.0,5.0,4.0,3.0,7.0,10.0,10.0,8.0,6.0,13.0,"2.205.617,50"
VILLA MARGURITE,ABD,İngiliz,2.0,50.0,5.0,1.0,3.0,4.0,7.0,10.0,2.0,6.0,8.0,14.0,"202.380,00"
ZAMİRA,TÜRKİYE,İngiliz,5.0,51.0,5.0,6.0,4.0,4.0,10.0,10.0,12.0,8.0,8.0,20.0,"2.267.731,25"
ACOUSTIC BABY,TÜRKİYE,İngiliz,6.0,51.0,5.0,0.0,6.0,5.0,5.0,10.0,0.0,12.0,10.0,10.0,"282.857,50"
GÜDER,TÜRKİYE,Arap,1.0,51.0,5.0,5.0,1.0,3.0,6.0,10.0,10.0,2.0,6.0,12.0,",00"
OMNITRIX,TÜRKİYE,İngiliz,4.0,48.0,5.0,7.0,5.0,5.0,9.0,10.0,15.0,10.0,10.0,19.0,"1.506.057,50"
CANAN.4,TÜRKİYE,Arap,1.0,51.0,5.0,4.0,8.0,8.0,11.0,10.0,8.0,16.0,16.0,22.0,",00"
AKOYA,İRLANDA,İngiliz,5.0,49.0,5.0,8.0,4.0,6.0,5.0,10.0,16.0,8.0,12.0,10.0,"1.675.452,50"
TANİYİT GÜZELİ,TÜRKİYE,Arap,1.0,51.0,5.0,4.0,7.0,3.0,3.0,10.0,8.0,14.0,6.0,6.0,"408.982,50"
FERİSU,TÜRKİYE,Arap,4.0,50.0,5.0,5.0,5.0,7.0,6.0,10.0,10.0,10.0,14.0,12.0,"779.915,00"
CİBALİ,TÜRKİYE,Arap,5.0,49.0,5.0,5.0,6.0,6.0,4.0,10.0,10.0,12.0,12.0,8.0,"937.985,00"
STRONG GIRL,TÜRKİYE,İngiliz,4.0,52.0,5.0,4.0,7.0,4.0,2.0,10.0,8.0,13.0,8.0,4.0,"703.483,75"
LUCKY,TÜRKİYE,İngiliz,4.0,49.0,5.0,1.0,4.0,13.0,6.0,10.0,2.0,8.0,27.0,12.0,",00"
BELMA.95,TÜRKİYE,Arap,2.0,52.0,5.0,6.0,9.0,10.0,4.0,10.0,12.0,17.0,19.0,8.0,",00"
HAMDE.93/58,TÜRKİYE,Arap,2.0,51.0,5.0,6.0,3.0,4.0,6.0,10.0,12.0,6.0,8.0,12.0,",00"
GÜLSE,TÜRKİYE,Arap,3.0,52.0,5.0,3.0,2.0,7.0,1.0,10.0,6.0,4.0,13.0,2.0,"308.027,50"
WISH A MOON,TÜRKİYE,İngiliz,4.0,48.0,5.0,6.0,3.0,5.0,5.0,10.0,12.0,6.0,10.0,10.0,"1.489.061,25"
GLAMOUR,TÜRKİYE,İngiliz,4.0,48.0,5.0,3.0,6.0,5.0,6.0,10.0,6.0,12.0,10.0,12.0,"1.057.843,75"
RED REGENT,TÜRKİYE,İngiliz,3.0,51.0,5.0,7.0,1.0,5.0,3.0,10.0,14.0,2.0,10.0,6.0,"1.531.472,50"
STELLINA,TÜRKİYE,İngiliz,3.0,48.0,5.0,7.0,9.0,8.0,7.0,10.0,15.0,19.0,17.0,15.0,"2.627.472,50"
KIRIMKIZ,TÜRKİYE,Arap,3.0,49.0,5.0,5.0,1.0,3.0,4.0,10.0,10.0,2.0,6.0,8.0,"1.405.616,25"
EDASEL,TÜRKİYE,Arap,3.0,50.0,5.0,6.0,5.0,1.0,10.0,10.0,12.0,10.0,2.0,20.0,"1.259.665,00"
QUEEN OF ESKİŞEHİR,TÜRKİYE,İngiliz,2.0,48.0,5.0,6.0,2.0,9.0,5.0,10.0,12.0,4.0,19.0,10.0,"568.530,00"
ANGEL OF WESTPORT,TÜRKİYE,İngiliz,4.0,48.0,5.0,7.0,7.0,4.0,4.0,10.0,15.0,15.0,8.0,8.0,"749.541,25"
ALAS ALAS,TÜRKİYE,İngiliz,3.0,52.0,5.0,4.0,6.0,9.0,7.0,10.0,8.0,12.0,17.0,13.0,"682.783,75"
KINALI BEBEK,TÜRKİYE,Arap,3.0,52.0,5.0,6.0,5.0,6.0,8.0,10.0,12.0,10.0,12.0,15.0,"1.204.855,00"
AKCEREN,TÜRKİYE,Arap,3.0,49.0,5.0,7.0,3.0,2.0,5.0,10.0,14.0,6.0,4.0,10.0,"1.559.680,00"
NECME.13,TÜRKİYE,Arap,1.0,50.0,5.0,3.0,3.0,10.0,8.0,10.0,6.0,6.0,20.0,16.0,",00"
TOMESCU,AVUSTRALYA,İngiliz,2.0,48.0,5.0,7.0,6.0,7.0,8.0,10.0,15.0,12.0,15.0,17.0,"2.747.586,25"
ATILIM,TÜRKİYE,Arap,2.0,50.0,5.0,4.0,4.0,6.0,6.0,10.0,8.0,8.0,12.0,12.0,"1.728.112,50"
ALAYSIEH,İRLANDA,İngiliz,3.0,48.0,5.0,10.0,7.0,1.0,8.0,10.0,21.0,15.0,2.0,17.0,"2.687.547,50"
SOME LEGS,ABD,İngiliz,3.0,49.0,5.0,6.0,6.0,6.0,6.0,10.0,12.0,12.0,12.0,12.0,"2.125.430,00"
GATABAKANA,BREZİLYA,İngiliz,3.0,48.0,5.0,4.0,4.0,10.0,7.0,10.0,8.0,8.0,21.0,15.0,"880.404,07"
ARZUMKIZ,TÜRKİYE,İngiliz,2.0,53.0,5.0,5.0,13.0,4.0,4.0,9.0,9.0,25.0,8.0,8.0,"178.060,00"
AYTUŞ,İNGİLTERE,İngiliz,3.0,53.0,5.0,6.0,4.0,3.0,9.0,9.0,11.0,8.0,6.0,17.0,"156.050,00"
BID LATER,İNGİLTERE,İngiliz,2.0,54.0,5.0,5.0,3.0,5.0,3.0,9.0,9.0,6.0,9.0,6.0,"2.940,00"
CHEVREFEVILLE,İNGİLTERE,İngiliz,1.0,56.0,5.0,6.0,4.0,4.0,9.0,9.0,11.0,7.0,7.0,16.0,"124.200,00"
DAUNTING,İRLANDA,İngiliz,1.0,58.0,5.0,10.0,10.0,9.0,7.0,9.0,17.0,17.0,16.0,12.0,"236.310,00"
ILDIZHAN,TÜRKİYE,İngiliz,5.0,58.0,5.0,1.0,1.0,6.0,3.0,9.0,2.0,2.0,10.0,5.0,"22.770,00"
NIGHT AT SEA,İNGİLTERE,İngiliz,1.0,54.0,5.0,7.0,12.0,8.0,6.0,9.0,13.0,22.0,15.0,11.0,"218.100,00"
OĞLAV,TÜRKİYE,İngiliz,3.0,53.0,5.0,8.0,7.0,2.0,7.0,9.0,15.0,13.0,4.0,13.0,"190.349,80"
PANOE,İRLANDA,İngiliz,3.0,58.0,5.0,3.0,3.0,5.0,11.0,9.0,5.0,5.0,9.0,19.0,",00"
TICKET TO SAIL,ABD,İngiliz,1.0,54.0,5.0,5.0,9.0,3.0,4.0,9.0,9.0,17.0,6.0,7.0,"170.360,00"
THANK YOU NOTE,İRLANDA,İngiliz,1.0,57.0,5.0,7.0,8.0,5.0,7.0,9.0,12.0,14.0,9.0,12.0,"161.947,50"
