Jokey,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Jokey Kısaltması
SAMET ERKUŞ,4843.0,409.0,424.0,439.0,456.0,509.0,8.0,9.0,9.0,9.0,11.0,S.ERKUŞ
RECEP MANAV,4925.0,402.0,376.0,371.0,458.0,499.0,8.0,8.0,8.0,9.0,10.0,R.MANAV
MAHMUT ÜNLÜ,4700.0,401.0,416.0,464.0,461.0,457.0,9.0,9.0,10.0,10.0,10.0,M.ÜNLÜ
ENGİN ÇAKIROĞLU,3923.0,399.0,396.0,349.0,351.0,329.0,10.0,10.0,9.0,9.0,8.0,E.ÇAKIROĞLU
EMRAH SİNCAN,6672.0,394.0,484.0,550.0,618.0,756.0,6.0,7.0,8.0,9.0,11.0,E.SİNCAN
ERHAN AKTUĞ,3804.0,391.0,393.0,391.0,412.0,419.0,10.0,10.0,10.0,11.0,11.0,E.AKTUĞ
UĞUR TEMUR,4398.0,387.0,406.0,462.0,452.0,440.0,9.0,9.0,11.0,10.0,10.0,U.TEMUR
HALİL KAPLAN,4168.0,386.0,390.0,414.0,431.0,478.0,9.0,9.0,10.0,10.0,11.0,H.KAPLAN
MEHMET DOĞAN,4757.0,385.0,467.0,468.0,531.0,419.0,8.0,10.0,10.0,11.0,9.0,M.DOĞAN
RAMAZAN TAŞDELEN,5874.0,383.0,462.0,485.0,508.0,511.0,7.0,8.0,8.0,9.0,9.0,R.TAŞDELEN
GÖKHAN GÜL,4636.0,382.0,488.0,530.0,506.0,475.0,8.0,11.0,11.0,11.0,10.0,G.GÜL
ADEM ASLAN,5138.0,377.0,449.0,439.0,495.0,511.0,7.0,9.0,9.0,10.0,10.0,A.ASLAN
İLKER SOYAD,4095.0,376.0,399.0,408.0,429.0,441.0,9.0,10.0,10.0,10.0,11.0,İ.SOYAD
KAZIM MELİKE,4333.0,367.0,423.0,452.0,504.0,401.0,8.0,10.0,10.0,12.0,9.0,K.MELİKE
ERCAN ÇANKAYA,3818.0,363.0,385.0,469.0,477.0,456.0,10.0,10.0,12.0,12.0,12.0,E.ÇANKAYA
SERDAR YILDIRIM,4043.0,361.0,380.0,435.0,421.0,354.0,9.0,9.0,11.0,10.0,9.0,S.YILDIRIM
